Eval mean reward,Eval std,success ratio 50mm,Average reach time 50mm,success ratio 20mm,Average reach time 20mm,success ratio 10mm,Average reach time 10mm,success ratio 5mm,Average reach time 5mm
-1.6781580140992447,0.9237764412979218,0.05,22.0,0.0,,0.0,,0.0,
