Eval mean reward,Eval std,success ratio 10mm,Average reach time 10mm,success ratio 2mm,Average reach time 2mm,success ratio 1mm,Average reach time 1mm,success ratio 0.5mm,Average reach time 0.5mm,Train walltime (s)
-0.5616520804236643,0.01518057030390251,0.0,,0.0,,0.0,,0.0,,365.6951858997345
