Eval mean reward,Eval std,success ratio 10mm,Average reach time 10mm,success ratio 2mm,Average reach time 2mm,success ratio 1mm,Average reach time 1mm,success ratio 0.5mm,Average reach time 0.5mm,Train walltime (s)
-0.18814646394912413,0.09605077406333372,0.9,12.235294117647056,0.25,24.2,0.0,,0.0,,1947.3311700820923
