Eval mean reward,Eval std,success ratio 10mm,Average reach time 10mm,success ratio 2mm,Average reach time 2mm,success ratio 1mm,Average reach time 1mm,success ratio 0.5mm,Average reach time 0.5mm,Train walltime (s)
-0.4533397887134925,0.0730921841372075,0.15,29.33333333333333,0.0,,0.0,,0.0,,255.6120162010193
