Eval mean reward,Eval std,success ratio 50mm,Average reach time 50mm,success ratio 20mm,Average reach time 20mm,success ratio 10mm,Average reach time 10mm,success ratio 5mm,Average reach time 5mm
-0.32998216929845514,0.0025008100568516727,0.35,10.0,0.0,,0.0,,0.0,
