Bellman Errors 2 Max,Exploration Returns Mean,Test Rewards Min,Q Targets Min,Train Time (s),Exploration Actions Max,Final total_distance Mean,QF2 Loss,Test Returns Mean,Q2 Predictions Max,Sample Time (s),QF1 Loss,Test Rewards Mean,Policy Action Mean,Test Actions Mean,Exploration Rewards Std,Number of train steps total,Bellman Errors 2 Mean,Policy Action Max,Test Actions Min,Number of rollouts total,Q2 Predictions Min,Bellman Errors 1 Max,Test Returns Min,Bellman Errors 1 Std,Final total_distance Std,Q1 Predictions Max,Test Returns Std,Exploration Rewards Max,Test Returns Max,Final total_distance Max,Q Targets Max,Policy Action Std,Exploration Actions Min,Q Targets Std,Epoch Time (s),Q1 Predictions Mean,Exploration Returns Min,Q2 Predictions Mean,Exploration Actions Std,Exploration Actions Mean,Epoch,Final total_distance Min,Exploration Rewards Min,AverageReturn,Exploration Rewards Mean,Bellman Errors 1 Min,Test Rewards Std,Exploration Returns Max,Q1 Predictions Std,Test Actions Std,Policy Action Min,Test Actions Max,Exploration Returns Std,Number of env steps total,Bellman Errors 1 Mean,(Previous) Eval Time (s),Q1 Predictions Min,Bellman Errors 2 Min,Num Paths,Bellman Errors 2 Std,Policy Loss,Test Rewards Max,Q Targets Mean,Q2 Predictions Std,Total Train Time (s)
0.0008005261,-1.465219713050414,-0.08487034279812544,-0.029636338,0.01538230007281527,0.4368355494798113,0.29132514961486844,0.00021364042,-5.855538704275839,-0.00096363435,1.9141154325334355,0.00030960882,-0.0585553870427584,0.0008793676,0.010960081,0.004721574453939568,1,0.0002136404,0.004868733,-0.037178054,50,-0.0024435923,0.0009810777,-5.85553870427584,0.00015821868,5.551115123125783e-17,0.002540807,8.881784197001252e-16,-0.0038275592821592,-5.85553870427584,0.2913251496148684,-0.006433557,0.0031285584,-0.4080882792774923,0.0041519273,1.9294977326062508,0.0014374484,-2.3635045986655747,-0.00161883,0.09945738372630875,0.0016279751360670938,0,0.2913251496148684,-0.050576755085470985,-5.855538704275839,-0.014652197130504141,4.9975817e-05,0.0249867361309842,-0.9555599813893134,0.00028544778,0.03084299,-0.0047483756,0.03743026,0.3143751153057945,5000,0.00030960888,0,0.0006358011,2.4303012e-05,50,0.00013038679,0.04606572,-0.014012110649800777,-0.015626695,0.0002650482,2.3135618295927998
0.0019920468,-0.604142561011543,-0.033381884444259755,-0.03552731,17.283710906573106,1.0,0.18270710014736632,0.0013489118,-2.7844008159833256,-0.05213799,2.3199760045972653,0.0008908929,-0.027844008159833233,0.011190206,-0.2891994,0.007133136358349924,5001,0.0013489118,0.03826562,-1.0,100,-0.053748555,0.0014501687,-2.7844008159833256,0.00025923087,2.7755575615628914e-17,-0.045056544,0.0,-0.0004902350983905774,-2.7844008159833256,0.18270710014736635,-0.008558161,0.03178694,-1.0,0.0049083373,19.990062185184797,-0.04599656,-3.4185351865393043,-0.05295779,0.5387792905609974,-0.22110265785289193,1,0.18270710014736635,-0.052714782869401546,-2.7844008159833256,-0.006041425610115428,9.080628e-05,0.008823428458651321,-0.07196922991489309,0.000254907,0.61158633,-0.039388407,0.671097,0.5864045596677735,10000,0.0008908929,0.3863752740144264,-0.046667192,0.00028511722,50,0.00032827698,0.029432774,-0.006362778660536772,-0.016578687,0.0003263448,22.307996540766908
0.002033677,-0.12279321991642654,-0.003641202113922635,-0.13250256,17.9571553998976,1.0,0.03851564063386344,2.7887245e-05,-0.14639777538926493,-0.045844547,2.506146916304715,2.7466383e-05,-0.001463977753892649,-0.2981186,-0.16058195,0.0012533621865735841,10001,2.7887249e-05,0.99999696,-0.9999978,150,-0.13312732,0.0019987512,-0.14639777538926496,0.0001986046,6.938893903907228e-18,-0.045455635,2.7755575615628914e-17,-0.000490121175296183,-0.14639777538926496,0.038515640633863445,-0.00074824056,0.5886034,-1.0,0.013960469,20.853822301200125,-0.06352378,-0.6759921762894684,-0.06308569,0.4108113196996715,-0.1872693702499208,2,0.038515640633863445,-0.01347673674773603,-0.14639777538926493,-0.0012279321991642655,5.030998e-09,0.00025782787238199024,-0.06059833400611839,0.012790728,0.34513494,-1.0,0.9242781,0.08774825595413874,15000,2.7466385e-05,0.39051998499780893,-0.14044547,1.7098822e-09,50,0.00020216855,0.058116157,-0.0008362541081230608,-0.06335256,0.012333587,43.192110112984665
9.9159515e-05,-0.14066363737973667,-0.0055466455855834,-0.09581164,18.221290032117395,1.0,0.029704102551074495,1.16478395e-05,-0.09455021241985921,-0.04651319,2.6110485529061407,1.4942331e-05,-0.0009455021241985927,-0.25744838,-0.14012893,0.0014229382991955834,15001,1.16478395e-05,0.99997956,-0.98955905,200,-0.10272623,9.052194e-05,-0.09455021241985923,2.171523e-05,6.938893903907228e-18,-0.046851903,1.3877787807814457e-17,-0.0004902852046871747,-0.09455021241985923,0.0297041025510745,-0.048227303,0.60115707,-1.0,0.010729539,21.253326348029077,-0.05628077,-0.7385744972059808,-0.05675122,0.3957506659777725,-0.144662152225781,3,0.0297041025510745,-0.022225543683528973,-0.09455021241985921,-0.0014066363737973667,3.457438e-09,0.0004682419527596731,-0.06585227215547945,0.0104407985,0.4055807,-1.0,0.9756306,0.09476768538300391,20000,1.4942332e-05,0.42098776300554164,-0.097895786,5.290026e-09,50,1.7111268e-05,0.048578557,-0.0007911444468408618,-0.058736578,0.010886749,64.44552149003721
0.0026553134,-0.15440419392374824,-0.007282329702865327,-0.11435661,17.511284944601357,1.0,0.036329687989349324,3.1687177e-05,-0.1288424428342154,-0.04909148,2.3829364246630576,3.2507043e-05,-0.001288424428342154,-0.17666437,-0.1356,0.0012883700514058423,20001,3.1687174e-05,1.0,-0.9661075,250,-0.108366385,0.0026770786,-0.1288424428342154,0.0002662145,0.0,-0.049444992,0.0,-0.0004902099242569745,-0.1288424428342154,0.036329687989349324,-0.0010381945,0.60497326,-1.0,0.012240112,20.31529569326085,-0.05986827,-0.42102228236048084,-0.05954967,0.41237591010528013,-0.13334202098001652,4,0.036329687989349324,-0.01129529672034594,-0.1288424428342154,-0.0015440419392374824,6.546963e-11,0.0006616951332409209,-0.07249843790152745,0.010032317,0.31931686,-0.9999994,0.98959726,0.08885788183551177,25000,3.2507036e-05,0.42107432399643585,-0.1107218,1.6055426e-09,50,0.00026386094,0.0539371,-0.0004979107715250732,-0.06041596,0.010039598,84.72042904727277
0.0049569802,-0.11659979182078771,-0.0035655004662848966,-0.10025747,16.673480272118468,1.0,0.030341796333247073,0.00014964085,-0.09609555095221047,-0.055443853,2.1269721924327314,0.00014467437,-0.0009609555095221028,-0.12159891,-0.15945716,0.000704704087010072,25001,0.00014964087,1.0,-0.993967,300,-0.105190046,0.004714354,-0.09609555095221047,0.0007566422,0.0,-0.05557154,0.0,-0.0004903033388122725,-0.09609555095221047,0.030341796333247073,-0.00063718297,0.5622327,-1.0,0.015921673,19.18131454155082,-0.06783501,-0.25182733613694375,-0.06811172,0.5027957694336607,-0.13819568430327117,5,0.030341796333247073,-0.010877442260830742,-0.09609555095221047,-0.0011659979182078771,1.1992576e-09,0.0002819934519115824,-0.06721484045181227,0.011492835,0.55371356,-1.0,0.9972111,0.039402742906534685,30000,0.00014467438,0.3808620769996196,-0.10470702,3.9573345e-10,50,0.0007737486,0.057630718,-0.0005059764568864044,-0.06657689,0.011831939,103.90509582485538
0.0036494632,-0.2520428660246721,-0.0036929847262890405,-0.113690555,16.43165882321773,1.0,0.033147833165398315,0.00010232194,-0.11125282027841704,-0.05916234,2.0705063183559105,9.9432524e-05,-0.0011125282027841703,-0.1733519,-0.19325969,0.006401364679742624,30001,0.00010232194,0.99999994,-0.99997216,350,-0.10909532,0.003715882,-0.11125282027841701,0.0005339713,6.938893903907228e-18,-0.056773033,2.7755575615628914e-17,-0.000490196146448662,-0.11125282027841701,0.03314783316539831,-0.0006223085,0.6488233,-1.0,0.015665973,18.88640864356421,-0.069372855,-4.424533158639262,-0.06938208,0.5775291564009679,-0.13491111331827538,6,0.03314783316539831,-0.06228331803642563,-0.11125282027841704,-0.002520428660246722,1.2249372e-09,0.0002706093391680404,-0.07093656049168641,0.01118476,0.6713471,-1.0,0.9999782,0.6054178052251563,35000,9.9432524e-05,0.3842435019905679,-0.10956395,3.5518255e-09,50,0.0005401609,0.06043927,-0.0006325274028636871,-0.06824886,0.0117070945,122.77422937937081
0.003795446,-0.12180740435623066,-0.003146739825277839,-0.14090881,16.482732498494443,1.0,0.023766493500894936,8.238371e-05,-0.061877221900960226,-0.060223278,2.106838645588141,8.065519e-05,-0.0006187722190096037,-0.18717067,-0.15274513,0.0010517704127578538,35001,8.238372e-05,0.9999975,-0.999999,400,-0.13135517,0.0038088893,-0.061877221900960226,0.00051836245,0.0,-0.059913088,0.0,-0.0004901473123872278,-0.061877221900960226,0.023766493500894936,-0.0005501751,0.7491439,-1.0,0.01711627,18.95674267905997,-0.070008494,-0.38148021641887525,-0.06989149,0.6340147757100347,-0.12866028531441615,7,0.023766493500894936,-0.011719505043059651,-0.061877221900960226,-0.0012180740435623067,2.3556712e-12,0.00030075574665911544,-0.06008007203541356,0.014603563,0.60806376,-0.99999964,0.99980325,0.06767739275095803,40000,8.065519e-05,0.36717153497738764,-0.1414522,6.46044e-09,50,0.0005214129,0.063473836,-0.0005648457924283326,-0.07027314,0.013367733,141.74700644044788
4.373218e-05,-0.14266220690587533,-0.0030874471583753546,-0.10133883,17.043352261709515,1.0,0.04400917847766656,3.1514037e-06,-0.19545867224283003,-0.06134012,2.2191888347442728,4.084818e-06,-0.0019545867224283033,-0.11964109,-0.065089256,0.0013365728006730691,40001,3.1514044e-06,0.9999996,-0.99999994,450,-0.10045346,4.320412e-05,-0.19545867224283003,6.31022e-06,0.0,-0.061385885,0.0,-0.0004901213609474899,-0.19545867224283003,0.04400917847766656,-0.062976286,0.75997555,-1.0,0.0088703,19.645766290457686,-0.06875145,-0.5291979082209255,-0.06895102,0.5729236105022553,-0.09448370587490813,8,0.04400917847766656,-0.012298609922397322,-0.19545867224283003,-0.0014266220690587533,4.4176002e-10,0.0001735770327992509,-0.060755703907621465,0.009809692,0.58865196,-1.0,0.9999761,0.11155120801772715,45000,4.084818e-06,0.38322519400389865,-0.10082482,1.3453643e-09,50,5.2749974e-06,0.063887365,-0.0009580025451002333,-0.06985917,0.00957673,161.39371607481735
0.00371824,-0.09707801760493809,-0.0033347259703449587,-0.13766752,16.944125978421653,1.0,0.02948046504887851,4.4483215e-05,-0.09437200402925382,-0.061118554,2.2455687164328992,4.3082757e-05,-0.0009437200402925372,-0.1624987,-0.1457985,0.0005460938178093629,45001,4.4483222e-05,1.0,-1.0,500,-0.12387066,0.0037237029,-0.09437200402925382,0.00037039482,3.469446951953614e-18,-0.061003637,0.0,-0.0004902044268061877,-0.09437200402925382,0.029480465048878506,-0.0006843743,0.5899923,-1.0,0.012842436,19.57401413784828,-0.06807531,-0.16692962393683508,-0.06842844,0.6234727915558401,-0.11423413323741906,9,0.029480465048878506,-0.005116571557325153,-0.09437200402925382,-0.0009707801760493808,1.4984952e-10,0.0003223499332584239,-0.0626788275465313,0.010514957,0.6203166,-1.0,0.9999873,0.02376400121051451,50000,4.3082753e-05,0.38431944299372844,-0.12648745,1.4122176e-12,50,0.0003699642,0.06265184,-0.0008690976878249425,-0.068227544,0.011337832,180.94836135368678
