seed_0,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,mean_reward,std_reward,upper,lower,timesteps
-0.015154637563524342,-0.014976559154015696,-0.021687243215498673,-0.016956213333331263,-0.03903044749167659,-0.038145668198753487,-0.012583731931807675,-0.03711626996228052,-0.043742793968118046,-0.07429005878269891,-0.03136836236017048,0.02252998556070335,-0.008838376799467166,-0.05389834792087387,5000
-0.015248809268115036,-0.01555568452795591,-0.0224546534534205,-0.01696449794600675,-0.039399428761096214,-0.038376196818326436,-0.013024282956937663,-0.0372963189241183,-0.044044556320677455,-0.07452648213623006,-0.0316890911112884,0.022575199732135096,-0.009113891379153331,-0.05426429084342353,5100
-0.015279379811579386,-0.015973479181949538,-0.023139906707388923,-0.016917465984571323,-0.03957993455868975,-0.038288186406110876,-0.013543197304058736,-0.03742888451755803,-0.04416186228992012,-0.07520131594651884,-0.03195136127083451,0.02265202961531887,-0.009299331655515672,-0.05460339088615343,5200
-0.015373656224832593,-0.01636625030966231,-0.02402013263819705,-0.016952663354339922,-0.039534442437210424,-0.038066360324745564,-0.01404870893199508,-0.037650646864322054,-0.04489127169363709,-0.07590650980492311,-0.032281064258386484,0.022803328097698326,-0.009477736160688185,-0.055084392356084845,5300
-0.01548108168975449,-0.016656565011811987,-0.02457659514239527,-0.01744878667600557,-0.039667695355449846,-0.03799314046420619,-0.01430904907573511,-0.037750236049597576,-0.045722667859727235,-0.07557578979145342,-0.03251816071161364,0.02271099247509972,-0.00980716823651394,-0.055229153186713384,5400
-0.015475828856239325,-0.01695339702182773,-0.024643149811484362,-0.01758857009775767,-0.039629440198760774,-0.03837186891121076,-0.014610366125597242,-0.03762447739254679,-0.04679385856868291,-0.07466182684028945,-0.03263527838243967,0.022595122648608787,-0.010040155733830906,-0.055230401031048475,5500
-0.015461739621994841,-0.017162232466655988,-0.024652384939684344,-0.017485905679376645,-0.03955021238064882,-0.03850253854519379,-0.015130160578045027,-0.037409224628418565,-0.04762907808161612,-0.07347025194313765,-0.032645372886477154,0.022354237085594822,-0.010291135800882353,-0.05499960997207198,5600
-0.015579230138857586,-0.017532404704337066,-0.02490956197491747,-0.017243211450791766,-0.039246016741849486,-0.0382827554211555,-0.015538696689199535,-0.03716444555532349,-0.048474243740506184,-0.07253122451056174,-0.032650179092749955,0.022178163315381062,-0.010472015777368915,-0.054828342408131024,5700
-0.015789180659224154,-0.018359865075841603,-0.024965579283213513,-0.01705308145468805,-0.03862570718831252,-0.03808113370910307,-0.015826367945858753,-0.037084051905203905,-0.04954531074173842,-0.07139958073290999,-0.03267298586960937,0.02196857772341458,-0.010704408146194817,-0.05464156359302395,5800
-0.015989979245435184,-0.01878750054003654,-0.024719762768280827,-0.016596708988452592,-0.03771492403826762,-0.037605698402500026,-0.015765357705094532,-0.036892374801771786,-0.05033514633351593,-0.07030850480934758,-0.03247159576327024,0.02172740145559306,-0.0107441943076772,-0.054198997218863294,5900
