Eval mean reward,Eval std,success ratio 50mm,Average reach time 50mm,success ratio 20mm,Average reach time 20mm,success ratio 10mm,Average reach time 10mm,success ratio 5mm,Average reach time 5mm
-1.404130317355157,0.8895920451355791,0.1,29.0,0.0,,0.0,,0.0,
