Eval mean reward,Eval std,success ratio 10mm,Average reach time 10mm,success ratio 2mm,Average reach time 2mm,success ratio 1mm,Average reach time 1mm,success ratio 0.5mm,Average reach time 0.5mm,Train walltime (s)
-0.035806144566798884,0.0006782825873643515,1.0,22.535714285714285,0.0,,0.0,,0.0,,738.8054440021515
