mean reach time 0.5mm,mean reach time 10mm,mean reach time 1mm,mean reach time 2mm,mean reward,mean success ratio 0.5mm,mean success ratio 10mm,mean success ratio 1mm,mean success ratio 2mm,mean train walltime (s),std reach time 0.5mm,std reach time 10mm,std reach time 1mm,std reach time 2mm,std reward (eval),std reward (seed),std success ratio 0.5mm,std success ratio 10mm,std success ratio 1mm,std success ratio 2mm,std train walltime (s)
,44.0,,,-0.5766686623165614,0.0,0.09090909090909093,0.0,0.0,36.551347494125366,,,,,0.19827698504122973,0.30027170731289565,0.0,0.12856486930664504,0.0,0.0,0.32965410443887333
