Epoch Time (s),Q1 Predictions Max,Bellman Errors 1 Max,Q1 Predictions Min,Final total_distance Min,Q Targets Std,Exploration Actions Min,Q2 Predictions Min,Final total_distance Std,Bellman Errors 2 Mean,Test Rewards Mean,Train Time (s),Test Returns Std,Policy Loss,Num Paths,Bellman Errors 2 Min,Exploration Rewards Mean,Number of env steps total,Exploration Rewards Min,Q1 Predictions Std,Exploration Rewards Max,QF2 Loss,Bellman Errors 2 Std,Number of train steps total,Test Actions Max,Test Actions Min,Total Train Time (s),Q Targets Min,Sample Time (s),Q2 Predictions Max,Bellman Errors 2 Max,Exploration Rewards Std,(Previous) Eval Time (s),Policy Action Mean,Policy Action Min,Epoch,Bellman Errors 1 Std,Test Rewards Max,Exploration Actions Std,Exploration Returns Min,Exploration Returns Max,Q1 Predictions Mean,Q Targets Max,QF1 Loss,Exploration Returns Std,Test Actions Std,Final total_distance Max,Test Returns Max,Test Rewards Min,AverageReturn,Bellman Errors 1 Mean,Exploration Actions Max,Test Actions Mean,Test Returns Mean,Test Returns Min,Q Targets Mean,Q2 Predictions Mean,Exploration Returns Mean,Number of rollouts total,Policy Action Max,Test Rewards Std,Exploration Actions Mean,Q2 Predictions Std,Final total_distance Mean,Policy Action Std,Bellman Errors 1 Min
1.2791195508034434,0.00286856,0.00400882,-0.000322482,0.0847895348786,0.0108474,-0.454914505591,-0.00640106,0.0,0.000288184,-0.00705205528258,0.10003166945534758,0.0,0.0476684,5,2.53606e-07,-0.0126937944674,5000,-0.0595138809394,0.000890232,-0.000416232116833,0.000288184,0.000470562,1,0.0398865,-0.0455928,1.7430290947959293,-0.0606304,1.1790878813480958,-0.00406844,0.00306901,0.010183927103,0,-0.000252356,-0.00847739,0,0.000627231,-0.00157891051399,0.0992901552858,-19.9792324368,-6.75655479326,0.0014867,-0.00463046,0.000517564,5.16921014791,0.0334639,0.0847895348786,-7.05205528258,-0.00718926522493,-7.05205528258,0.000517564,0.432355263886,-0.01171,-7.05205528258,-7.05205528258,-0.0185654,-0.00530057,-12.6937944674,5,0.00560115,0.000715358244958,-0.000448681796997,0.000633715,0.0847895348786,0.0045026,4.32594e-05
