#{"t_start": 1591959499.076719, "env_id": "widowx_reacher-v5"}
r,l,t---2.333994,100,10.84898--4-0.858799,100,16.086-3-2-0.803524,100,19.1238-2--0.757305,100,24.44170-1--1.357765,100,29.42619--2-1.347014,100,32.4446-1-0-1.027214,100,37.6172-1---1.784654,100,40.7383-2-3-1.394756,100,45.9589--1.-0.879548,100,50.35-1.-0.-1.361049,100,52.15276-0.-0.937454,100,54.221678
