#{"t_start": 1591959497.882638, "env_id": "widowx_reacher-v5"}
r,l,t
-1.452764,100,12.025096---1.691836,100,17.272628---1.025615,100,20.298763--2.455503,100,25.614084--2.123155,100,30.597476-0-1.883023,100,33.615654-2-0.976359,100,38.787812-1-1.547102,100,41.910471---2.080729,100,47.12772-0--2.532378,100,51.52963-1--1.943976,100,53.329391---1.174361,100,55.404688
