#{"t_start": 1591959499.0039537, "env_id": "widowx_reacher-v5"}
r,l,t-1.942482,100,11.158234
--1.646425,100,16.413424--2.965633,100,19.451018--2.055588,100,24.749475---3.927928,100,29.729834-1-2.885874,100,32.750686---2.210647,100,37.924655---2.226794,100,41.046567---2.684831,100,46.266351-3-3.125306,100,50.658769-1-2.417482,100,52.460957--2.581675,100,54.53122
