#{"t_start": 1591959498.9156418, "env_id": "widowx_reacher-v5"}
r,l,t-0-3.06069,100,11.348663-1.593944,100,16.52394
-0.952889,100,19.562896
-2-1.585797,100,24.939723-0-3.138696,100,29.922528-0-1.848578,100,32.9433-1.4-2.637767,100,38.1176-1-1-2.210413,100,41.2371-1--1.68735,100,46.457054-1-1.879415,100,50.85174--2.344995,100,52.6529-1.8-2.562158,100,54.724425
