(Previous) Eval Time (s),Policy Action Min,Final total_distance Mean,Bellman Errors Max,Exploration Rewards Max,Q Targets Mean,Test Actions Mean,Preactivation Policy Loss,Test Rewards Max,Test Returns Min,Exploration Actions Min,Epoch,Bellman Errors Mean,Bellman Errors Min,Exploration Rewards Std,Policy Action Std,Train Time (s),Number of rollouts total,Policy Loss,Final total_distance Max,AverageReturn,Sample Time (s),Exploration Rewards Min,Final total_distance Min,Exploration Rewards Mean,Exploration Actions Mean,Test Rewards Mean,Test Rewards Std,Test Returns Max,QF Loss,Policy Action Mean,Exploration Returns Std,Q Predictions Mean,Test Actions Std,Q Targets Max,Raw Policy Loss,Q Predictions Min,Q Predictions Std,Q Predictions Max,Bellman Errors Std,Number of env steps total,Epoch Time (s),Q Targets Min,Q Targets Std,Policy Action Max,Test Rewards Min,Test Returns Mean,Num Paths,Number of train steps total,Exploration Actions Max,Exploration Actions Std,Final total_distance Std,Test Actions Min,Test Actions Max,Test Returns Std,Total Train Time (s),Exploration Returns Max,Exploration Returns Min,Exploration Returns Mean
0,-0.00476447,0.1081783362,0.00309111,-0.000102091859321,-0.0141997,0.00218266,0.0,-0.011702552423,-13.4347683075,-1.0,0,0.000482388,7.20987e-07,0.0141193690719,0.0032167,0.15761966118589044,5,-0.00401397,0.1081783362,-13.4347683075,2.1843092660419643,-0.0588732570712,0.1081783362,-0.0202180693994,-0.00193235777486,-0.0134347683075,0.000995298850627,-13.4347683075,0.000482388,0.0011666,9.11338006684,0.00376186,0.00191144,0.00390875,-0.00401397,0.00251934,0.000490948,0.00486066,0.00064587,5000,2.3419289272278547,-0.0521735,0.0126418,0.00661466,-0.0151398525271,-13.4347683075,5,1,1.0,0.717041489947,0.0,-0.000969064,0.00456552,0.0,3.1778944162651896,-9.18753438027,-30.9487868687,-20.2180693994
0.8408538838848472,-0.00155723,0.0454366764408,0.00254412,-7.57524859581e-05,-0.0152627,0.0590841,0.0,-0.000312248624438,-2.00517608921,-1.0,1,0.00105248,4.69013e-06,0.0224477440202,0.00210957,465.106397399446,10,0.0441581,0.0454366764408,-2.00517608921,3.25627900660038,-0.061341981106,0.0454366764408,-0.020274926811,0.11358925028,-0.00200517608921,0.000614783437972,-2.00517608921,0.00105248,0.0023888,18.0500013275,-0.0447972,0.275867,0.00320949,0.0441581,-0.0481746,0.00100971,-0.0426737,0.000648452,10000,469.2035302899312,-0.0522097,0.0131592,0.00569611,-0.0130355740623,-2.00517608921,5,5001,1.0,0.749498123564,0.0,-0.995029,0.999795,0.0,472.3729892736301,-0.103310062954,-44.4869097427,-16.3132061121
