mean reward,std reward (seed),std reward (eval),mean train walltime (s),std train walltime (s),mean success ratio 10mm,std success ratio 10mm,mean reach time 10mm,std reach time 10mm,mean success ratio 2mm,std success ratio 2mm,mean reach time 2mm,std reach time 2mm,mean success ratio 1mm,std success ratio 1mm,mean reach time 1mm,std reach time 1mm,mean success ratio 0.5mm,std success ratio 0.5mm,mean reach time 0.5mm,std reach time 0.5mm
-0.2496576464300233,0.29559322278471745,0.0,2559.639277458191,25.28876255127573,0.5,0.7071067811865476,6.0,,0.5,0.7071067811865476,19.0,,0.5,0.7071067811865476,23.0,,0.0,0.0,,
