#{"t_start": 1592166721.5578127, "env_id": "widowx_reacher-v5"}
r,l,t--1.112909,100,251.979203
-1.136306,100,260.282122
-0.449373,100,269.623071
-0.456675,100,278.041478
-0.860244,100,286.41769
-0.719471,100,294.575715
-0.472571,100,301.957562
-1.325287,100,310.067104
-0.949822,100,319.678566--1.049482,100,328.412229--0.489881,100,336.776813--0.278324,100,344.401103-0-0.451815,100,351.98232--0.575252,100,359.795207-0-1.340503,100,367.609037-0-0.538165,100,376.001401-0-0.662687,100,385.119214-0-0.448375,100,393.77818-0.-0.549129,100,402.60884-0.-0.449075,100,410.96336-0.-0.521751,100,454.07593-0.-0.518835,100,462.26584-0.-0.722825,100,471.14852-0.-0.635182,100,479.1953-0.3-0.574297,100,486.8019-0.6-0.560301,100,494.3628-0.6-0.612789,100,501.9082-0.5-0.747518,100,509.3855-1.7-0.409336,100,517.0140-0.6-0.47925,100,524.63635-0-0.581805,100,533.812974-0-0.670664,100,556.60656-0.-0.761983,100,563.5159-0.4-0.429582,100,570.8764-0.7-0.802976,100,578.6783-0.-1.541943,100,587.6258-0.4-0.693055,100,595.9811-0.6-0.482521,100,605.0974-0.3-0.617892,100,613.9976-0.4-0.475673,100,622.4577-0.-1.123724,100,657.79910-0.-0.397338,100,666.7325-0.392252,100,681.1695
-0.338103,100,689.624585
-0.537615,100,697.944866
-0.590108,100,704.93594
-0.959385,100,712.606866
-0.411895,100,720.823468
-0.510793,100,729.051045
-0.45-0.42563,100,732.3678-0.386686,100,746.052011
-0.5-1.094851,100,748.4589-0.3-0.532842,100,755.8724-0.6-1.065629,100,762.3746-0.585306,100,774.673223
-0.48148,100,782.389486
-0.381557,100,791.187539
-1.114377,100,800.059013
-0.774206,100,808.557178
-0.807528,100,817.767042
-0.454248,100,826.363802
-1.-0.457833,100,859.76711-0.415244,100,890.580904
-0.64883,100,899.342032
-0.530952,100,907.102606
-0.408632,100,915.092563
-0.384152,100,922.773233
-1.895136,100,929.84212
-0.755073,100,937.733276
-0.432042,100,945.80459
-0.527355,100,954.554834
-0.387715,100,962.951853
-0.390492,100,969.923458
-0.348059,100,976.855016
-0.721961,100,983.635936
-0.385415,100,990.437778
-0.516178,100,998.774008
-0.62-0.531295,100,1002.373-0.455522,100,1016.969715
-0.782131,100,1025.622488
-0.-0.425186,100,1028.62547-0.710079,100,1074.011719
-0.-0.512779,100,1077.21908-0.-0.515974,100,1085.93022-0.-1.027521,100,1094.62059-1.-2.124912,100,1102.09065-1.922147,100,1115.299024
-0.-0.930264,100,1116.85126-0.-0.432516,100,1124.11792-0.476151,100,1138.563351
-0.-0.667326,100,1141.7914-0.6-0.592038,100,1150.6317-1.2-0.457041,100,1159.5194-0.6-0.37892,100,1183.35628-0.-0.639945,100,1189.61163-0-0.343474,100,1197.089083-0-0.738649,100,1205.408042-0-0.981514,100,1213.6573
-0.549711,100,1222.868364
-0.578704,100,1231.068876
-0.470467,100,1238.867115
-0.758657,100,1247.169931
-0.909163,100,1277.411794
-0.338906,100,1291.420946
-0.609262,100,1299.927629
-0.983362,100,1308.161523
-0.598997,100,1316.084461--0.747673,100,1323.34023--0.354037,100,1330.487684--0.667781,100,1338.01393-0.840319,100,1341.095171
-0.55994,100,1350.306824
-0.749069,100,1359.632861
-0.41226,100,1367.533882
-0.886754,100,1375.502682
-0.655567,100,1381.776542
-0.809334,100,1388.605949
-0.-0.551839,100,1401.31623-0.-0.390702,100,1408.28126-0-0.565767,100,1417.277939-1.120741,100,1419.832134
-1.221431,100,1428.290424
-1.035716,100,1471.541233
-0.478788,100,1479.463013
-0.733555,100,1488.133629
-0.643571,100,1513.53393
-0.414846,100,1520.833765
-0.498259,100,1528.443201
-0.501948,100,1535.738095--0.614768,100,1544.154175--0.47244,100,1552.269618
-0.463267,100,1561.325218
-0.425356,100,1569.421306--0.898107,100,1578.287122--0.411842,100,1586.4173
-0.414644,100,1594.962623
-0.644994,100,1601.639198-0-0.498046,100,1608.913614-0-0.468134,100,1615.712812-0-0.340466,100,1624.033541-0-1.666811,100,1632.965336-0-0.403109,100,1641.661843-0-1.156264,100,1650.554338-1-0.380394,100,1688.982301-0-0.408389,100,1697.922952-0-0.422075,100,1706.815725-0-0.332409,100,1714.93858--1.260682,100,1723.65605
-0.418683,100,1731.2729
-0.66748,100,1739.301729
-0.391266,100,1748.298056
-1.343572,100,1757.18911
-1.384378,100,1765.918709
-0.528398,100,1775.10021
-0.46988,100,1783.215132
-0.399421,100,1791.428871
-0.514629,100,1813.756143
-0.330258,100,1821.027719
-0.498075,100,1828.616131
-0.357581,100,1837.084186
-0.44676,100,1846.253801
-0.562413,100,1855.051618
-0.468146,100,1862.64542
-0.471173,100,1893.602418
-0.66740-0.438329,100,1908.-0.331597,100,1910.591928
-0.628829,100,1918.811658
-0.694364,100,1926.87799
-0.292986,100,1934.810793
-0.365372,100,1943.713637
-0.779438,100,1952.558558
-1.074813,100,1961.725482
-0.647713,100,1969.66411
-1.138946,100,1978.103031
-0.603546,100,1986.616471
-0.436244,100,1994.907956
