Average reach time 10mm,Average reach time 20mm,Average reach time 50mm,Average reach time 5mm,Eval mean reward,Eval std,success ratio 10mm,success ratio 20mm,success ratio 50mm,success ratio 5mm
,,33.666666666666664,,-1.649623886331683,0.7859226990680319,0.0,0.0,0.03,0.0
