seed_0,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,timesteps
-1.1491309249459802,-0.6537310636213068,-1.3639104010124914,-0.7658675495035855,-0.7704833957002111,-1.484302888072158,-0.06072116059350631,-1.9475320223863926,-2.1885883760248093,-1.625859619302069,100
-0.8887410774822438,-0.28608664264603445,-1.6584958164371613,-2.7871671242096876,-1.1895484882401228,-0.8319440344462578,-1.7169728686263475,-3.08224763540037,-0.6070810063946829,-0.09985545346288481,200
-1.4790661288086444,-2.1146931263859914,-2.0432671591123306,-1.635016194293058,-0.626366831585299,-2.3556226751057294,-2.1959352136168477,-2.978869821652032,-1.5053228619135233,-1.143054860887929,300
-1.0613352261118802,-3.0456928199005717,-1.2040273940144295,-0.7770836774254548,-1.1413909744980293,-2.129053279036532,-1.763042819987003,-0.6754746316474931,-1.884850917805584,-0.7390697019110347,400
-0.625561238575936,-1.5277881045408654,-1.497684210156999,-0.22544197421531617,-2.558398835426815,-1.742303966610979,-1.0417427499755005,-1.7747417502242966,-1.7997840564040366,-0.46258126233777425,500
-0.21162841331797966,-0.17297277156936855,-2.3088349965074118,-0.21422557805443804,-1.096678344175701,-1.5692919018742617,-1.222417277598366,-1.6731631601452563,-0.9183212487231643,-2.0177861746656554,600
-0.8941569091978032,-1.7379234860727857,-2.251319754826234,-2.4852056019889206,-1.3088576668188112,-2.1391232728532614,-2.5361491620696373,-0.14867559580306372,-1.826971288487146,-1.3901480624153781,700
-2.4767729574157196,-4.224374937229097,-1.510727240204837,-2.4964820832830976,-0.20078186240225876,-0.3707289085771242,-1.3297910569954077,-1.549785848345912,-0.2623353902400162,-0.32129443713714456,800
-1.7018207343779568,-1.0998611430717606,-2.7804758582954148,-1.3542661467449884,-1.8427980782533198,-3.2097881131637576,-2.0418947391828466,-2.797070865902458,-1.829767745712384,-1.6077564423823063,900
-2.177344337780842,-2.121193647956458,-2.669134978982531,-0.19225031191722897,-5.380687642338169,-1.1401112446864108,-1.0019876570651112,-1.4304157616703466,-1.2309479414325053,-1.4764160962954223,1000
