mean reward,std reward (seed),std reward (eval),mean train walltime (s),std train walltime (s),mean success ratio 50mm,std success ratio 50mm,mean reach time 50mm,std reach time 50mm,mean success ratio 20mm,std success ratio 20mm,mean reach time 20mm,std reach time 20mm,mean success ratio 10mm,std success ratio 10mm,mean reach time 10mm,std reach time 10mm,mean success ratio 5mm,std success ratio 5mm,mean reach time 5mm,std reach time 5mm
-0.2950036933571109,0.011991360749696848,0.05992258165447585,55.02417895793915,2.7919281332517727,0.945,0.0310017920628971,18.005771661201873,0.8487709781651258,0.261,0.050210667303981445,37.039960739233344,4.5687469875314255,0.045,0.017159383568311665,63.791666666666664,12.819692726619401,0.008,0.006324555320336759,91.78571428571429,12.17188407374807
