Eval mean reward,Eval std,success ratio 50mm,Average reach time 50mm,success ratio 20mm,Average reach time 20mm,success ratio 10mm,Average reach time 10mm,success ratio 5mm,Average reach time 5mm
-0.3918300676596118,0.3828032005046296,0.5,17.9,0.05,9.0,0.0,,0.0,
