#{"t_start": 1592672662.3736203, "env_id": "widowx_reacher-v5"}
r,l,t
-0.562341,100,18.171302---3.857906,100,21.069532---2.568379,100,22.554927---1.316393,100,25.34892-1--1.645894,100,28.1206-1-1-1.40155,100,29.74916-1--1.929832,100,32.56755-1--1.028313,100,34.21177-1--1.399759,100,37.18208--1-2.449759,100,39.66632-2-1.534816,100,40.708951
