mean reward,std reward (seed),std reward (eval),mean train walltime (s),std train walltime (s),mean success ratio 50mm,std success ratio 50mm,mean reach time 50mm,std reach time 50mm,mean success ratio 20mm,std success ratio 20mm,mean reach time 20mm,std reach time 20mm,mean success ratio 10mm,std success ratio 10mm,mean reach time 10mm,std reach time 10mm,mean success ratio 5mm,std success ratio 5mm,mean reach time 5mm,std reach time 5mm
-0.2984345710283378,0.25458705931842857,0.0,1981.531809091568,11.025187695643474,0.5,0.7071067811865476,9.0,,0.5,0.7071067811865476,22.0,,0.0,0.0,,,0.0,0.0,,
