mean reward,std reward (seed),std reward (eval),mean train walltime (s),std train walltime (s),mean success ratio,std success ratio,mean reach time,std reach time
-0.5026194137753919,0.11321301544162125,0.0,4.084135055541992,0.00895333932286687,0.0,0.0,,
