r,r,mean_reward,std_reward,upper,lower,timesteps
-0.384465,-1.86998,-1.1272225,1.050417730054334,-0.07680476994566598,-2.177640230054334,100
-0.362632,-1.627258,-0.9949450000000001,0.8942256202648189,-0.10071937973518119,-1.889170620264819,200
-0.473659,-1.50824,-0.9909495,0.7315592407867596,-0.25939025921324044,-1.7225087407867596,300
-0.46808900000000003,-1.519268,-0.9936785,0.7432957991408938,-0.2503827008591062,-1.7369742991408939,400
-0.414443,-1.465634,-0.9400385,0.7433042844222681,-0.19673421557773185,-1.6833427844222681,500
-0.30864,-1.6623400000000002,-0.9854900000000001,0.9572104496922295,-0.02827955030777063,-1.9427004496922295,600
-0.56677,-1.184655,-0.8757125,0.4369106734934499,-0.4388018265065501,-1.31262317349345,700
-0.358124,-1.7210740000000002,-1.0395990000000002,0.9637511874182051,-0.07584781258179507,-2.003350187418205,800
-0.705627,-1.408693,-1.05716,0.4971427362217012,-0.560017263778299,-1.5543027362217012,900
-0.365442,-1.121531,-0.7434865,0.5346356590805555,-0.2088508409194445,-1.2781221590805556,1000
-0.476563,-1.444231,-0.9603970000000001,0.684244604737224,-0.276152395262776,-1.644641604737224,1100
-0.496584,-1.415589,-0.9560865000000001,0.6498346674443432,-0.3062518325556569,-1.6059211674443432,1200
-0.380263,-1.466424,-0.9233435,0.7680318085603616,-0.1553116914396384,-1.6913753085603616,1300
-0.538453,-1.491673,-1.015063,0.6740283259626408,-0.3410346740373592,-1.6890913259626408,1400
-0.446876,-1.37069,-0.908783,0.6532351439550692,-0.2555478560449308,-1.5620181439550693,1500
-0.377971,-1.452507,-0.915239,0.7598116922290681,-0.15542730777093194,-1.675050692229068,1600
-0.409238,-1.2946520000000001,-0.8519450000000001,0.6260822435575059,-0.2258627564424942,-1.478027243557506,1700
-0.325292,-1.4231559999999999,-0.8742239999999999,0.7763070792205877,-0.09791692077941216,-1.6505310792205876,1800
-0.364383,-1.5905200000000002,-0.9774515000000001,0.8670097873637299,-0.11044171263627023,-1.84446128736373,1900
-0.39198,-1.4307450000000002,-0.9113625000000001,0.7345177755592441,-0.17684472444075594,-1.6458802755592443,2000
-0.485038,-1.665398,-1.075218,0.8346405602413531,-0.24057743975864687,-1.9098585602413531,2100
-0.372904,-1.4548020000000002,-0.913853,0.7650174123521635,-0.14883558764783655,-1.6788704123521634,2200
-0.458067,-1.519901,-0.988984,0.7508300218944365,-0.2381539781055635,-1.7398140218944365,2300
-0.513652,-1.345501,-0.9295765,0.5882060688232484,-0.3413704311767516,-1.5177825688232485,2400
-0.519806,-1.577651,-1.0487285,0.7480093729442833,-0.3007191270557167,-1.7967378729442833,2500
-0.611191,-1.753127,-1.182159,0.8074706892810414,-0.3746883107189586,-1.9896296892810414,2600
-0.399979,-1.457921,-0.9289499999999999,0.7480779623020585,-0.18087203769794147,-1.6770279623020583,2700
-0.383484,-1.464769,-0.9241265,0.7645839558952959,-0.15954254410470403,-1.688710455895296,2800
-0.502679,-1.40159,-0.9521344999999999,0.6356260637831805,-0.31650843621681934,-1.5877605637831804,2900
-0.607667,-1.620962,-1.1143144999999999,0.7165077658424227,-0.39780673415757717,-1.8308222658424227,3000
-0.47183500000000006,-1.370963,-0.921399,0.635779505954698,-0.28561949404530196,-1.557178505954698,3100
-0.48649899999999996,-1.311037,-0.898768,0.5830364111459936,-0.31573158885400643,-1.4818044111459936,3200
-0.48469799999999996,-1.4608649999999999,-0.9727815,0.6902543052705284,-0.2825271947294715,-1.6630358052705283,3300
-0.47461499999999995,-1.596983,-1.035799,0.793634023786783,-0.24216497621321686,-1.829433023786783,3400
-0.467962,-1.7692279999999998,-1.118595,0.9201340127274938,-0.19846098727250616,-2.0387290127274937,3500
-0.44980299999999995,-1.566913,-1.0083579999999999,0.7899160563313041,-0.21844194366869574,-1.798274056331304,3600
-0.698117,-1.211774,-0.9549455,0.3632103479039384,-0.5917351520960616,-1.3181558479039384,3700
-0.36789299999999997,-1.4688709999999998,-0.9183819999999999,0.7785090097372027,-0.1398729902627972,-1.6968910097372025,3800
-0.367309,-1.661023,-1.014166,0.9147939423159731,-0.0993720576840268,-1.9289599423159731,3900
-0.400507,-1.543131,-0.971819,0.8079571787464978,-0.16386182125350224,-1.7797761787464976,4000
-0.37839,-1.51868,-0.948535,0.8063067915192083,-0.14222820848079176,-1.7548417915192083,4100
-0.418347,-1.6525040000000002,-1.0354255,0.8726807837488461,-0.16274471625115405,-1.9081062837488463,4200
-0.440587,-1.457902,-0.9492445,0.7193503351027926,-0.2298941648972075,-1.6685948351027926,4300
-0.35525100000000004,-1.415353,-0.885302,0.7496053129494215,-0.13569668705057858,-1.6349073129494216,4400
-0.369258,-1.54597,-0.957614,0.8320610347035847,-0.12555296529641524,-1.7896750347035848,4500
-0.42328999999999994,-1.372307,-0.8977984999999999,0.6710563561613138,-0.22674214383868618,-1.5688548561613138,4600
-0.492885,-1.5744049999999998,-1.033645,0.7647501259888748,-0.2688948740111251,-1.7983951259888746,4700
-0.400039,-1.142242,-0.7711405,0.5248167743169991,-0.24632372568300087,-1.2959572743169991,4800
-0.43090200000000006,-1.528154,-0.9795280000000001,0.7758743298705016,-0.20365367012949842,-1.7554023298705017,4900
-0.46526300000000004,-1.340358,-0.9028105,0.6187856086824417,-0.28402489131755826,-1.5215961086824417,5000
-0.339756,-1.89599,-1.1178730000000001,1.1004236145130657,-0.01744938548693442,-2.218296614513066,5100
-0.68975,-1.4850079999999999,-1.0873789999999999,0.5623323245928514,-0.5250466754071484,-1.6497113245928512,5200
-0.578619,-1.535572,-1.0570955,0.6766679555768101,-0.3804275444231898,-1.7337634555768102,5300
-0.325813,-1.611286,-0.9685495,0.9089666753322148,-0.059582824667785195,-1.8775161753322147,5400
-0.45058400000000004,-1.245048,-0.847816,0.5617708818085891,-0.2860451181914109,-1.4095868818085893,5500
-0.5725140000000001,-1.302366,-0.93744,0.516083298462564,-0.4213567015374361,-1.4535232984625641,5600
-0.359493,-1.8272580000000003,-1.0933755,1.037866584688273,-0.05550891531172697,-2.131242084688273,5700
-0.446952,-1.8838009999999998,-1.1653764999999998,1.0160056714411094,-0.1493708285588904,-2.1813821714411095,5800
-0.442742,-1.719546,-1.081144,0.9028367666461087,-0.17830723335389143,-1.9839807666461087,5900
-0.401084,-1.73145,-1.0662669999999999,0.9407108200600224,-0.12555617993997747,-2.006977820060022,6000
-0.6037520000000001,-1.765681,-1.1847165,0.8216078751573039,-0.363108624842696,-2.0063243751573037,6100
-0.639361,-1.729457,-1.184409,0.7708142737443308,-0.4135947262556693,-1.955223273744331,6200
-0.312496,-1.740677,-1.0265865,1.0098764698617846,-0.01671003013821548,-2.036462969861785,6300
-0.572534,-1.291152,-0.931843,0.5081396608827145,-0.4237033391172855,-1.4399826608827144,6400
-0.440629,-1.778934,-1.1097815,0.9463245407958626,-0.1634569592041374,-2.0561060407958625,6500
-0.37359000000000003,-1.592492,-0.983041,0.8618938698018451,-0.12114713019815493,-1.844934869801845,6600
-0.9362799999999999,-1.8168810000000002,-1.3765805,0.6226789386196552,-0.7539015613803448,-1.9992594386196552,6700
-0.370803,-1.573798,-0.9723005,0.8506459222335108,-0.12165457776648925,-1.8229464222335108,6800
-0.410109,-1.810369,-1.110239,0.9901333414242749,-0.12010565857572508,-2.1003723414242748,6900
-0.928667,-1.483852,-1.2062595,0.3925750783130533,-0.8136844216869468,-1.5988345783130533,7000
-0.49006700000000003,-1.535315,-1.012691,0.7391019488216765,-0.27358905117832355,-1.7517929488216764,7100
-0.468866,-1.559364,-1.0141149999999999,0.7710985306703676,-0.24301646932963228,-1.7852135306703674,7200
-0.505242,-1.59089,-1.048066,0.767669062781613,-0.280396937218387,-1.815735062781613,7300
-0.46162299999999995,-1.607642,-1.0346325,0.8103578062686261,-0.224274693731374,-1.8449903062686261,7400
-0.37353800000000004,-1.599225,-0.9863815,0.8666915893121958,-0.11968991068780421,-1.8530730893121958,7500
-0.36569,-1.795296,-1.080493,1.0108840970249755,-0.06960890297502442,-2.091377097024975,7600
-0.37850300000000003,-1.879905,-1.129204,1.0616515354870446,-0.06755246451295549,-2.190855535487045,7700
-0.382308,-1.2765549999999999,-0.8294314999999999,0.6323281177557265,-0.19710338224427337,-1.4617596177557264,7800
-0.552774,-1.624543,-1.0886585,0.7578551277655249,-0.3308033722344751,-1.8465136277655247,7900
-0.331011,-1.503754,-0.9173825,0.8292545278890553,-0.0881279721109447,-1.7466370278890553,8000
-0.442025,-1.6671200000000002,-1.0545725000000001,0.8662729820977336,-0.1882995179022665,-1.9208454820977336,8100
-0.495242,-1.4042430000000001,-0.9497425,0.642760771205353,-0.306981728794647,-1.592503271205353,8200
-0.44625200000000004,-1.369206,-0.907729,0.6526270321232487,-0.2551019678767513,-1.5603560321232486,8300
-0.304318,-1.640839,-0.9725785,0.9450630622982256,-0.027515437701774448,-1.9176415622982255,8400
-0.5223770000000001,-2.0769439999999997,-1.2996604999999999,1.0992448675088273,-0.20041563249117256,-2.398905367508827,8500
-0.396986,-1.335314,-0.86615,0.6634980917772106,-0.20265190822278933,-1.5296480917772106,8600
-0.5570930000000001,-1.550751,-1.053922,0.7026223099802624,-0.3512996900197376,-1.7565443099802625,8700
-0.6768930000000001,-1.7508990000000002,-1.213896,0.7594369256350393,-0.4544590743649608,-1.9733329256350394,8800
-0.43913199999999997,-1.59296,-1.016046,0.8158796031229117,-0.20016639687708826,-1.8319256031229116,8900
-0.462345,-1.550127,-1.006236,0.769178028652665,-0.23705797134733486,-1.775414028652665,9000
-0.64623,-1.786499,-1.2163645,0.8062919422768035,-0.4100725577231966,-2.0226564422768036,9100
-0.46787700000000004,-1.28186,-0.8748685,0.5755728990705695,-0.2992956009294305,-1.4504413990705696,9200
-0.444669,-1.416965,-0.930817,0.6875170949205555,-0.24329990507944455,-1.6183340949205554,9300
