mean reward,std reward (seed),std reward (eval),mean train walltime (s),std train walltime (s),mean success ratio,std success ratio,mean reach time,std reach time
-0.5338206952103064,0.01474728910782305,0.11247855941294746,515.0285943746567,7.956952926478179,0.0,0.0,,
