number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_gamma,params_lr,params_lr_schedule,params_n_steps,params_vf_coef,state
10,0.39709869027137756,2020-06-20 18:07:10.489137,2020-06-20 18:28:00.519361,0 days 00:20:50.030224000,0.0030844548707340638,0.9999,0.36389905049834137,constant,128,0.03191025973386186,COMPLETE
11,1.277803897857666,2020-06-20 18:07:10.490688,2020-06-20 18:27:35.341192,0 days 00:20:24.850504000,0.00911701504891696,0.95,0.00033865219766442324,linear,1024,0.2574860703578632,COMPLETE
12,0.37966910004615784,2020-06-20 18:07:10.492216,2020-06-20 18:27:35.318270,0 days 00:20:24.826054000,9.016520645787776e-08,0.9999,0.0014287968334276825,linear,2048,0.7720051002463134,COMPLETE
13,2.0752198696136475,2020-06-20 18:07:10.493900,2020-06-20 18:27:43.090753,0 days 00:20:32.596853000,0.0017133817520373258,0.9,0.0006782759158200581,constant,1024,0.49797986592556975,COMPLETE
14,0.8708710670471191,2020-06-20 18:07:10.495612,2020-06-20 18:27:47.362358,0 days 00:20:36.866746000,0.002671669947850654,0.9,0.0018699877651920899,linear,2048,0.9123714218652493,COMPLETE
15,4.392803192138672,2020-06-20 18:07:10.497237,2020-06-20 18:28:04.337700,0 days 00:20:53.840463000,9.498401399084479e-05,0.95,0.08203338929810364,linear,64,0.08678862032502344,COMPLETE
16,1.4902589321136475,2020-06-20 18:07:10.499044,2020-06-20 18:28:11.921750,0 days 00:21:01.422706000,5.984921430701385e-05,0.9,0.0008863139275380147,linear,32,0.7237898658169623,COMPLETE
17,1.0149409770965576,2020-06-20 18:07:10.500691,2020-06-20 18:28:19.161781,0 days 00:21:08.661090000,0.01033455188762965,0.98,0.13965756844875804,constant,32,0.6637541944160018,COMPLETE
18,2.2674479484558105,2020-06-20 18:07:10.502344,2020-06-20 18:27:47.434074,0 days 00:20:36.931730000,0.0034721455246700334,0.99,0.021701607416019005,linear,512,0.9109999425196433,COMPLETE
19,0.6664110422134399,2020-06-20 18:07:10.504095,2020-06-20 18:27:40.962299,0 days 00:20:30.458204000,9.087218872165002e-06,0.9,0.0003569045437620375,constant,1024,0.5861164227887913,COMPLETE
20,1.1572911739349365,2020-06-20 18:07:10.505751,2020-06-20 18:27:30.392166,0 days 00:20:19.886415000,0.0003935288707288259,0.99,4.1356620663682465e-05,linear,2048,0.139564876561158,COMPLETE
21,0.7537326216697693,2020-06-20 18:07:10.507352,2020-06-20 18:27:38.091327,0 days 00:20:27.583975000,0.011055890209038364,0.9,2.7441886788008548e-05,constant,256,0.033355017010457955,COMPLETE
22,1.6606204509735107,2020-06-20 18:07:10.508913,2020-06-20 18:28:00.207764,0 days 00:20:49.698851000,8.470120476601485e-06,0.9999,0.0020184437051575764,constant,32,0.8031438651747443,COMPLETE
23,1.503669023513794,2020-06-20 18:07:10.510592,2020-06-20 18:28:26.206526,0 days 00:21:15.695934000,0.010473639349131168,0.995,0.008630711306348645,linear,16,0.34967620984738135,COMPLETE
24,0.25789907574653625,2020-06-20 18:07:10.512235,2020-06-20 18:27:33.008392,0 days 00:20:22.496157000,0.012352423616819663,0.98,0.20416990046274608,constant,2048,0.08674925069107875,COMPLETE
25,1.1775505542755127,2020-06-20 18:07:10.514112,2020-06-20 18:27:40.105145,0 days 00:20:29.591033000,0.00015769709807398496,0.9,0.04373540453725456,constant,1024,0.4649529896985637,COMPLETE
26,1.2169525623321533,2020-06-20 18:07:10.515681,2020-06-20 18:28:27.636980,0 days 00:21:17.121299000,0.0314347027598596,0.995,0.0005381790368904924,constant,8,0.11381127046826545,COMPLETE
27,0.19113662838935852,2020-06-20 18:07:10.517337,2020-06-20 18:27:53.088297,0 days 00:20:42.570960000,0.06676902423922318,0.995,0.040008282846947026,linear,128,0.4414193243279232,COMPLETE
28,3.1716697216033936,2020-06-20 18:07:10.518941,2020-06-20 18:28:41.206927,0 days 00:21:30.687986000,4.780332790127728e-07,0.95,0.2624738284769804,constant,8,0.7376560256843575,COMPLETE
29,1.4628674983978271,2020-06-20 18:07:10.520840,2020-06-20 18:28:15.831132,0 days 00:21:05.310292000,2.840888506028677e-07,0.95,0.0011539116849338439,constant,64,0.448638023374212,COMPLETE
30,0.46989208459854126,2020-06-20 18:07:10.522483,2020-06-20 18:27:40.632683,0 days 00:20:30.110200000,0.0003868954005303965,0.95,0.0009265877812288265,linear,1024,0.46487298254258536,COMPLETE
31,0.37147608399391174,2020-06-20 18:07:10.524864,2020-06-20 18:27:23.474199,0 days 00:20:12.949335000,0.001737907036416862,0.999,0.18268948856473863,linear,2048,0.8770994706210387,COMPLETE
32,0.48826542496681213,2020-06-20 18:27:23.475452,2020-06-20 18:48:52.313453,0 days 00:21:28.838001000,1.024822746344606e-08,0.9,0.0003185033470793236,constant,8,0.9615683921517584,COMPLETE
33,0.4134189486503601,2020-06-20 18:27:30.394420,2020-06-20 18:48:05.645482,0 days 00:20:35.251062000,0.00015484613327344668,0.9999,0.008147145599474064,linear,1024,0.41564610992548734,COMPLETE
34,0.42359262704849243,2020-06-20 18:27:33.011247,2020-06-20 18:48:13.826005,0 days 00:20:40.814758000,1.3815584785237105e-06,0.95,0.047245680817572466,linear,256,0.5605469956401156,COMPLETE
35,0.4143427908420563,2020-06-20 18:27:34.049166,2020-06-20 18:48:11.207458,0 days 00:20:37.158292000,3.0714018719034623e-06,0.995,1.2131619954948732e-05,constant,2048,0.2741824568719401,COMPLETE
36,3.617825984954834,2020-06-20 18:27:35.321877,2020-06-20 18:48:22.115214,0 days 00:20:46.793337000,0.034247392068199295,0.98,0.6089870255292654,constant,256,0.0010228544604576895,COMPLETE
37,4.15995454788208,2020-06-20 18:27:35.342225,2020-06-20 18:35:29.657231,0 days 00:07:54.315006000,0.0010529005055738335,0.999,0.00268259654480374,linear,8,0.9600661497478395,PRUNED
38,0.8724244236946106,2020-06-20 18:27:38.093415,2020-06-20 18:49:20.232717,0 days 00:21:42.139302000,0.038348632275623164,0.98,0.8225748758104964,linear,8,0.6291356977433744,COMPLETE
39,0.3789132237434387,2020-06-20 18:27:38.230745,2020-06-20 18:48:04.070884,0 days 00:20:25.840139000,2.543774767039661e-06,0.999,0.14642604789759422,constant,1024,0.6970648785627045,COMPLETE
40,0.381759375333786,2020-06-20 18:27:40.107362,2020-06-20 18:48:20.261748,0 days 00:20:40.154386000,7.243131588571884e-07,0.995,0.0038793486972323187,linear,1024,0.3614670673934315,COMPLETE
41,0.5101643204689026,2020-06-20 18:27:40.635922,2020-06-20 18:48:44.040013,0 days 00:21:03.404091000,9.522632607032456e-07,0.98,0.9470190389190069,constant,64,0.0077205552748128015,COMPLETE
42,1.9310487508773804,2020-06-20 18:27:40.964891,2020-06-20 18:38:38.461199,0 days 00:10:57.496308000,2.9016321274571277e-06,0.98,0.9409168549285325,constant,64,0.23985022078324658,PRUNED
43,0.5857467651367188,2020-06-20 18:27:43.092023,2020-06-20 18:48:58.628043,0 days 00:21:15.536020000,2.2935345673225233e-06,0.98,0.027361458694820134,constant,16,0.2621419877911975,COMPLETE
44,0.36322855949401855,2020-06-20 18:27:44.053340,2020-06-20 18:48:48.949850,0 days 00:21:04.896510000,1.4266714141304216e-08,0.98,0.01065507340495045,constant,128,0.9332453794692563,COMPLETE
45,0.4587487578392029,2020-06-20 18:27:45.254490,2020-06-20 18:48:56.809325,0 days 00:21:11.554835000,1.1757051683756126e-08,0.98,0.011295955040096006,constant,64,0.9851457615390724,COMPLETE
46,0.9150312542915344,2020-06-20 18:27:46.556432,2020-06-20 18:35:44.943044,0 days 00:07:58.386612000,0.08124352450808923,0.98,0.8556134588396556,constant,8,0.9348607355576596,PRUNED
47,3.9823079109191895,2020-06-20 18:27:47.364734,2020-06-20 18:49:47.124113,0 days 00:21:59.759379000,2.8882900214743627e-08,0.98,0.6293303158988707,constant,8,0.3336325806618147,COMPLETE
48,0.366097629070282,2020-06-20 18:27:47.388109,2020-06-20 18:48:55.897363,0 days 00:21:08.509254000,0.06304490407402424,0.98,0.9363222463888756,constant,128,0.34428733033122044,COMPLETE
49,0.8796640634536743,2020-06-20 18:27:47.457312,2020-06-20 18:48:39.234879,0 days 00:20:51.777567000,0.07867689544844218,0.98,0.5664183769267847,constant,128,0.29259148742404345,COMPLETE
50,0.39043551683425903,2020-06-20 18:27:53.089631,2020-06-20 18:48:46.516142,0 days 00:20:53.426511000,0.0827770488731121,0.995,0.0077405994216821795,linear,128,0.3419794951294943,COMPLETE
51,0.3357226848602295,2020-06-20 18:27:58.666302,2020-06-20 18:49:15.688280,0 days 00:21:17.021978000,1.2406278876529385e-08,0.995,0.006472973710873203,linear,128,0.34137253619660135,COMPLETE
52,0.987971305847168,2020-06-20 18:28:00.208792,2020-06-20 18:48:50.786352,0 days 00:20:50.577560000,0.05012711788147415,0.98,0.882066028591,linear,128,0.360051542791264,COMPLETE
53,1.0833660364151,2020-06-20 18:28:00.521480,2020-06-20 18:36:49.965751,0 days 00:08:49.444271000,0.094791981882058,0.98,0.7803271673279952,linear,128,0.33974678932355773,PRUNED
54,0.43342065811157227,2020-06-20 18:28:04.339394,2020-06-20 18:49:06.744266,0 days 00:21:02.404872000,0.0921011869606474,0.98,0.46296612294062295,linear,128,0.35182767151474126,COMPLETE
55,1.9566112756729126,2020-06-20 18:28:04.947143,2020-06-20 18:35:54.860415,0 days 00:07:49.913272000,0.05328690301423899,0.98,0.9182639276434496,constant,16,0.358565407865068,PRUNED
56,0.788506269454956,2020-06-20 18:28:11.922823,2020-06-20 18:49:22.305026,0 days 00:21:10.382203000,0.07480166445632881,0.98,0.007371170800789857,constant,16,0.3866053618580718,COMPLETE
57,0.608535647392273,2020-06-20 18:28:15.838531,2020-06-20 18:49:32.394120,0 days 00:21:16.555589000,0.080294180592748,0.98,0.0056202069233365175,linear,128,0.34627287168146537,COMPLETE
58,0.6514312624931335,2020-06-20 18:28:19.165198,2020-06-20 18:49:26.100747,0 days 00:21:06.935549000,1.1321023404170574e-08,0.995,0.805634640737101,linear,128,0.28000086982084804,COMPLETE
59,0.870217502117157,2020-06-20 18:28:26.209363,2020-06-20 18:36:24.552344,0 days 00:07:58.342981000,0.03607327257922809,0.98,0.4427792679886614,linear,8,0.5724712179897711,PRUNED
60,0.4839663505554199,2020-06-20 18:28:27.637948,2020-06-20 18:49:18.800153,0 days 00:20:51.162205000,0.08879433693182802,0.98,0.9913970840155784,linear,128,0.9917738105547393,COMPLETE
61,0.852404773235321,2020-06-20 18:28:28.011994,2020-06-20 18:36:09.333587,0 days 00:07:41.321593000,0.042624940930495875,0.98,0.014495075083537487,linear,128,0.9921286558588148,PRUNED
62,0.41963762044906616,2020-06-20 18:28:36.893573,2020-06-20 18:49:30.676880,0 days 00:20:53.783307000,0.09158401332676074,0.99,0.020946775813932214,linear,128,0.36184659935590063,COMPLETE
63,0.3083808720111847,2020-06-20 18:28:41.210042,2020-06-20 18:49:48.958651,0 days 00:21:07.748609000,0.06341659863812465,0.99,0.017252356738571915,linear,128,0.22509640635508188,COMPLETE
64,0.3979659080505371,2020-06-20 18:35:30.561672,2020-06-20 18:56:32.984124,0 days 00:21:02.422452000,1.9427441474749626e-08,0.99,0.02127289919188784,linear,128,0.3663338058729615,COMPLETE
65,0.719996988773346,2020-06-20 18:35:45.848672,2020-06-20 18:57:04.300276,0 days 00:21:18.451604000,1.6108797825234168e-08,0.99,0.01989513925112738,linear,128,0.3969476406897512,COMPLETE
66,0.4047650694847107,2020-06-20 18:35:55.608250,2020-06-20 18:57:00.711920,0 days 00:21:05.103670000,1.7432715710196677e-08,0.99,0.020463030199507282,linear,128,0.206049738714918,COMPLETE
67,0.744659423828125,2020-06-20 18:36:10.173684,2020-06-20 18:57:25.933318,0 days 00:21:15.759634000,2.3796440307469203e-08,0.99,0.029595412140855343,linear,128,0.20581595359818,COMPLETE
68,0.33251598477363586,2020-06-20 18:36:25.406649,2020-06-20 18:57:45.986574,0 days 00:21:20.579925000,1.1225469957444175e-08,0.99,0.052605261542477216,linear,128,0.21260262532929897,COMPLETE
69,0.3684234023094177,2020-06-20 18:36:50.775111,2020-06-20 18:57:48.568787,0 days 00:20:57.793676000,3.767518666979565e-08,0.99,0.03352477396274197,linear,2048,0.20418807481344642,COMPLETE
70,0.4018373489379883,2020-06-20 18:38:39.332913,2020-06-20 18:59:18.260789,0 days 00:20:38.927876000,1.212966688016094e-08,0.99,0.04827469192541915,linear,2048,0.21166214667885197,COMPLETE
71,0.36077386140823364,2020-06-20 18:48:04.074574,2020-06-20 19:07:47.636917,0 days 00:19:43.562343000,1.7490293551241456e-08,0.99,0.026763251745445513,linear,2048,0.20980847563026786,COMPLETE
72,0.40217575430870056,2020-06-20 18:48:05.660921,2020-06-20 19:07:43.456004,0 days 00:19:37.795083000,7.61558383384928e-08,0.99,0.04270138173265974,linear,2048,0.18608050110832386,COMPLETE
73,0.38452938199043274,2020-06-20 18:48:11.216549,2020-06-20 19:07:49.668432,0 days 00:19:38.451883000,2.9374593350936433e-08,0.99,0.044339697884500796,linear,2048,0.19656386601862574,COMPLETE
74,0.4976092278957367,2020-06-20 18:48:13.829092,2020-06-20 19:07:52.822658,0 days 00:19:38.993566000,1.690142317325548e-05,0.99,0.004875956573552446,linear,2048,0.20541618456724767,COMPLETE
75,0.4127083420753479,2020-06-20 18:48:20.263113,2020-06-20 19:07:55.679618,0 days 00:19:35.416505000,1.8228628679728357e-08,0.99,0.03081104115954373,linear,2048,0.8554009567642284,COMPLETE
76,0.45929479598999023,2020-06-20 18:48:22.118105,2020-06-20 19:07:58.503793,0 days 00:19:36.385688000,1.7073358826423744e-08,0.99,0.030147880132571244,linear,2048,0.8483283176040027,COMPLETE
77,0.07435481995344162,2020-06-20 18:48:39.240520,2020-06-20 19:08:09.371196,0 days 00:19:30.130676000,1.797094931056899e-05,0.99,0.2217887239401372,linear,2048,0.8307127823371272,COMPLETE
78,0.35213109850883484,2020-06-20 18:48:44.051049,2020-06-20 19:08:05.294405,0 days 00:19:21.243356000,1.6577235532897553e-08,0.99,0.2519212885667914,linear,2048,0.8324003064534,COMPLETE
79,0.35357317328453064,2020-06-20 18:48:46.524320,2020-06-20 19:08:05.350929,0 days 00:19:18.826609000,2.0324892224067833e-08,0.99,0.2570785995929123,linear,2048,0.8530040602176153,COMPLETE
80,0.36238327622413635,2020-06-20 18:48:48.958775,2020-06-20 19:08:11.919716,0 days 00:19:22.960941000,1.1560703496945578e-08,0.99,0.028082915710661054,linear,2048,0.18761849192282093,COMPLETE
81,0.36717045307159424,2020-06-20 18:48:50.795513,2020-06-20 19:08:04.687025,0 days 00:19:13.891512000,1.4168750105465358e-08,0.99,0.028780093770296333,linear,2048,0.8302376717195236,COMPLETE
82,0.4944857060909271,2020-06-20 18:48:52.323354,2020-06-20 19:08:07.362337,0 days 00:19:15.038983000,2.2472671701186553e-08,0.99,0.028683267910791472,linear,2048,0.8408084065294144,COMPLETE
83,0.32678693532943726,2020-06-20 18:48:55.900202,2020-06-20 19:08:22.331771,0 days 00:19:26.431569000,1.1373421047552369e-08,0.99,0.029414169508759927,linear,128,0.4088227453099511,COMPLETE
84,0.279417484998703,2020-06-20 18:48:56.872237,2020-06-20 19:08:20.050807,0 days 00:19:23.178570000,2.765922950129178e-08,0.99,0.030602627621085985,linear,128,0.20885871485492447,COMPLETE
85,0.23666760325431824,2020-06-20 18:48:58.636443,2020-06-20 19:08:17.410139,0 days 00:19:18.773696000,5.6268527969738895e-08,0.99,0.07170030388181069,linear,128,0.14917066791849953,COMPLETE
86,0.07396428287029266,2020-06-20 18:49:06.745524,2020-06-20 19:08:14.898989,0 days 00:19:08.153465000,2.8248618994244886e-08,0.99,0.05253399083367626,linear,2048,0.21903374671252315,COMPLETE
87,0.361333966255188,2020-06-20 18:49:15.699169,2020-06-20 19:08:21.732034,0 days 00:19:06.032865000,2.723628937405807e-08,0.99,0.05957468931019989,linear,2048,0.19045337698153653,COMPLETE
88,0.39552828669548035,2020-06-20 18:49:18.801256,2020-06-20 19:08:17.446394,0 days 00:18:58.645138000,2.0096289064104184e-08,0.99,0.07772037908918207,linear,2048,0.21154334908238154,COMPLETE
89,0.35487833619117737,2020-06-20 18:49:20.236615,2020-06-20 19:08:19.393502,0 days 00:18:59.156887000,4.122579992869499e-08,0.99,0.08902281621337782,linear,2048,0.19063531048230603,COMPLETE
90,0.35376864671707153,2020-06-20 18:49:22.312256,2020-06-20 19:08:18.297917,0 days 00:18:55.985661000,2.8963625898484332e-08,0.99,0.062428292750925735,linear,2048,0.16313095964631655,COMPLETE
91,0.3324502110481262,2020-06-20 18:49:26.103007,2020-06-20 19:08:22.802089,0 days 00:18:56.699082000,3.629569436243238e-08,0.99,0.0836646953625178,linear,2048,0.18412121242650775,COMPLETE
92,0.3786957859992981,2020-06-20 18:49:30.680166,2020-06-20 19:08:20.682661,0 days 00:18:50.002495000,2.8429007173345585e-08,0.995,0.07471790204319555,linear,2048,0.20693889160810813,COMPLETE
93,0.3768848478794098,2020-06-20 18:49:32.405030,2020-06-20 19:08:23.827294,0 days 00:18:51.422264000,2.7534003258666158e-08,0.99,0.061609149254141404,linear,2048,0.2074098432220666,COMPLETE
94,0.3567659854888916,2020-06-20 18:49:47.132634,2020-06-20 19:08:24.222835,0 days 00:18:37.090201000,4.6755698846710805e-08,0.99,0.054010220703330426,linear,2048,0.21314135929287406,COMPLETE
95,0.3785548806190491,2020-06-20 18:49:48.959854,2020-06-20 19:08:23.272186,0 days 00:18:34.312332000,3.3697533395062164e-08,0.99,0.0637979998941345,linear,2048,0.18965570459407932,COMPLETE
96,0.37540164589881897,2020-06-20 18:56:32.999697,2020-06-20 19:09:00.483077,0 days 00:12:27.483380000,6.89776361628569e-08,0.99,0.05194184333889614,linear,2048,0.21249608349902294,COMPLETE
97,0.4373445510864258,2020-06-20 18:57:00.716818,2020-06-20 19:09:00.013709,0 days 00:11:59.296891000,7.269369041813768e-08,0.99,0.004119250705633976,linear,2048,0.18093265047033613,COMPLETE
98,0.3306155800819397,2020-06-20 18:57:04.312708,2020-06-20 19:09:02.574310,0 days 00:11:58.261602000,6.018669161222639e-08,0.99,0.04075184268060412,linear,2048,0.16719038359990984,COMPLETE
99,0.3903111517429352,2020-06-20 18:57:25.937175,2020-06-20 19:09:02.999866,0 days 00:11:37.062691000,5.097900806176009e-08,0.995,0.0773632118674788,linear,2048,0.17870815357959371,COMPLETE
