mean reward,std reward (seed),std reward (eval),mean train walltime (s),std train walltime (s),mean success ratio,std success ratio,mean reach time,std reach time
-1.1110886951209977,0.8775746765669015,0.0,2490.674958586693,40.59590332269365,0.0,0.0,,
