seed 1,seed 2,mean_reward,std_reward,upper,lower,timesteps
-1.13751,-0.625923,-0.8817165,0.3617466368668823,-0.5199698631331178,-1.2434631368668823,100
-0.659465,-0.180482,-0.4199735,0.3386921273730761,-0.08128137262692392,-0.7586656273730761,200
-1.039796,-0.9863959999999999,-1.013096,0.03775950211536164,-0.9753364978846384,-1.0508555021153616,300
-0.539366,-1.573128,-1.056247,0.7309801203329678,-0.32526687966703216,-1.7872271203329677,400
-1.6847599999999998,-1.4198110000000002,-1.5522855,0.18734723456859434,-1.3649382654314057,-1.7396327345685942,500
-3.6009480000000003,-3.912896,-3.7569220000000003,0.2205805461775809,-3.5363414538224194,-3.9775025461775813,600
-3.025994,-2.618062,-2.822028,0.2884514834629905,-2.5335765165370097,-3.1104794834629903,700
-0.844449,-0.175673,-0.510061,0.47289604469481455,-0.03716495530518543,-0.9829570446948146,800
-0.561048,-0.698657,-0.6298524999999999,0.0973042570522996,-0.5325482429477003,-0.7271567570522995,900
-0.652224,-0.517353,-0.5847884999999999,0.09536819868541091,-0.489420301314589,-0.6801566986854108,1000
-1.578727,-1.242615,-1.410671,0.23766707443817284,-1.1730039255618272,-1.6483380744381728,1100
-1.199959,-2.178434,-1.6891965,0.6918863077215073,-0.9973101922784927,-2.381082807721507,1200
-2.681076,-0.594198,-1.637637,1.47564558530902,-0.16199141469098,-3.11328258530902,1300
-0.39353899999999997,-0.188431,-0.290985,0.14503325767561037,-0.14595174232438962,-0.43601825767561037,1400
-0.9988450000000001,-1.1943780000000002,-1.0966115,0.13826271024574924,-0.9583487897542509,-1.2348742102457493,1500
-1.3133350000000001,-2.006364,-1.6598495,0.4900455054589318,-1.169803994541068,-2.149895005458932,1600
-3.465933,-1.083241,-2.274587,1.6848176706789375,-0.5897693293210624,-3.9594046706789374,1700
-1.6818830000000002,-0.890445,-1.286164,0.559631176688719,-0.7265328233112811,-1.845795176688719,1800
-2.193311,-2.104664,-2.1489875,0.06268289483184382,-2.086304605168156,-2.211670394831844,1900
-0.9721860000000001,-2.478332,-1.725259,1.0650060500569938,-0.6602529499430063,-2.790265050056994,2000
-1.005201,-0.630458,-0.8178295,0.2649833165021904,-0.5528461834978096,-1.0828128165021904,2100
-0.542325,-1.180083,-0.861204,0.4509630065559702,-0.41024099344402976,-1.31216700655597,2200
-2.693435,-0.9358489999999999,-1.814642,1.2428009791185393,-0.5718410208814608,-3.057442979118539,2300
-0.514988,-0.652327,-0.5836574999999999,0.09711333822137924,-0.4865441617786207,-0.6807708382213792,2400
-1.965514,-1.927548,-1.946531,0.026846016054528424,-1.9196849839454715,-1.9733770160545285,2500
-0.183747,-1.026909,-0.6053280000000001,0.5962055678388118,-0.009122432161188243,-1.201533567838812,2600
-1.1548120000000002,-0.730164,-0.9424880000000001,0.3002714804173051,-0.642216519582695,-1.2427594804173052,2700
-0.784262,-1.684806,-1.234534,0.6367807691568583,-0.5977532308431417,-1.8713147691568583,2800
-1.114455,-1.110474,-1.1124645,0.0028149920959036545,-1.1096495079040962,-1.1152794920959037,2900
-0.891431,-1.0312,-0.9613155,0.09883160769966251,-0.8624838923003375,-1.0601471076996625,3000
-0.584925,-0.9215639999999999,-0.7532445,0.2380397197118581,-0.5152047802881419,-0.9912842197118581,3100
-3.128176,-0.9368920000000001,-2.032534,1.5494717759055825,-0.48306222409441757,-3.5820057759055826,3200
-2.49247,-1.8132970000000002,-2.1528835,0.48024783389881087,-1.6726356661011894,-2.633131333898811,3300
-1.282969,-0.662866,-0.9729175,0.4384790363341217,-0.5344384636658783,-1.4113965363341217,3400
-1.348616,-1.205991,-1.2773035,0.10085110466673135,-1.1764523953332686,-1.3781546046667312,3500
-1.854118,-2.252689,-2.0534035,0.28183225688430363,-1.7715712431156962,-2.3352357568843036,3600
-1.851232,-0.641209,-1.2462205,0.8556154686916897,-0.39060503130831026,-2.10183596869169,3700
-2.784665,-1.044607,-1.914636,1.2304068114579014,-0.6842291885420986,-3.1450428114579014,3800
-1.0980379999999998,-1.3673030000000002,-1.2326705,0.19039910743619592,-1.042271392563804,-1.423069607436196,3900
-2.82678,-1.929813,-2.3782965,0.6342514482005539,-1.744045051799446,-3.0125479482005537,4000
-1.7684220000000002,-2.426627,-2.0975245,0.4654212189108913,-1.6321032810891087,-2.5629457189108913,4100
-2.428578,-1.242691,-1.8356344999999998,0.8385487394209712,-0.9970857605790286,-2.6741832394209712,4200
-4.364573,-1.145839,-2.7552060000000003,2.2759886382357006,-0.47921736176429963,-5.031194638235701,4300
-3.3046519999999995,-1.7861150000000001,-2.5453835,1.073767810182676,-1.4716156898173238,-3.6191513101826756,4400
-1.431715,-1.6253819999999999,-1.5285484999999999,0.13694324899205496,-1.3916052510079449,-1.6654917489920549,4500
-1.9358819999999999,-1.476536,-1.7062089999999999,0.32480667151091575,-1.3814023284890842,-2.0310156715109158,4600
-1.1055549999999998,-0.616263,-0.8609089999999999,0.3459816911803281,-0.5149273088196717,-1.206890691180328,4700
-1.113276,-2.963675,-2.0384754999999997,1.3084296808008062,-0.7300458191991934,-3.346905180800806,4800
-1.665836,-2.329675,-1.9977555,0.46940505851609643,-1.5283504414839035,-2.4671605585160963,4900
-1.997875,-1.915761,-1.9568180000000002,0.05806336623035217,-1.898754633769648,-2.014881366230352,5000
-1.402942,-2.095567,-1.7492545,0.4897598343193325,-1.2594946656806674,-2.2390143343193323,5100
-1.17001,-3.914676,-2.542343,1.9407719406921566,-0.6015710593078432,-4.483114940692157,5200
-0.403407,-1.47575,-0.9395785,0.7582610070579259,-0.1813174929420741,-1.697839507057926,5300
-2.370458,-1.1520139999999999,-1.761236,0.8615700148960619,-0.8996659851039381,-2.622806014896062,5400
-0.9490430000000001,-3.9263550000000005,-2.4376990000000003,2.1052775049080825,-0.33242149509191776,-4.542976504908083,5500
-1.845811,-0.9588200000000001,-1.4023155,0.6271973509514369,-0.7751181490485631,-2.029512850951437,5600
-0.783626,-1.475529,-1.1295775000000001,0.48924930322331583,-0.6403281967766843,-1.618826803223316,5700
-4.779218,-2.270727,-3.5249725,1.773770996645424,-1.751201503354576,-5.298743496645424,5800
-1.7439810000000002,-0.15546500000000002,-0.9497230000000001,1.12325043562333,0.17352743562332984,-2.07297343562333,5900
-0.815883,-6.195011,-3.505447,3.8036178856704312,0.29817088567043104,-7.309064885670431,6000
-4.719666,-2.91681,-3.818238,1.2748117031028545,-2.5434262968971453,-5.093049703102855,6100
-3.983492,-5.496189,-4.7398405,1.069638306580547,-3.6702021934194526,-5.809478806580547,6200
-2.003393,-0.806489,-1.404941,0.8463389348293034,-0.5586020651706965,-2.2512799348293036,6300
-2.260823,-0.999473,-1.630148,0.8919091384496516,-0.7382388615503483,-2.5220571384496515,6400
-2.025994,-0.429907,-1.2279505,1.128603941063693,-0.09934655893630695,-2.356554441063693,6500
-1.8179189999999998,-2.4056319999999998,-2.1117755,0.41557584769148936,-1.6961996523085103,-2.5273513476914893,6600
-4.3658,-4.814611,-4.5902055,0.31735730157111564,-4.272848198428884,-4.907562801571116,6700
-3.9056349999999997,-1.4253790000000002,-2.665507,1.7538058366786213,-0.9117011633213785,-4.419312836678621,6800
-1.291539,-4.122279,-2.706909,2.0016354497760074,-0.7052735502239926,-4.708544449776007,6900
-1.968957,-0.9881139999999999,-1.4785355,0.6935607365793569,-0.7849747634206431,-2.172096236579357,7000
-1.852213,-2.26543,-2.0588215,0.29218854280156137,-1.7666329571984387,-2.3510100428015615,7100
-0.447937,-2.734583,-1.5912600000000001,1.6169028927730942,0.02564289277309406,-3.2081628927730943,7200
-0.484896,-2.109019,-1.2969575,1.148428386781039,-0.148529113218961,-2.4453858867810387,7300
-1.049449,-1.707336,-1.3783925,0.46519635895447414,-0.9131961410455258,-1.843588858954474,7400
-2.214413,-1.1691790000000002,-1.691796,0.7390920493267397,-0.9527039506732604,-2.4308880493267395,7500
-3.8263220000000002,-0.65545,-2.240886,2.2421450934745506,0.0012590934745504434,-4.483031093474551,7600
-3.0023009999999997,-3.33035,-3.1663255,0.23196567246146607,-2.934359827538534,-3.3982911724614664,7700
-1.4968540000000001,-0.29443600000000003,-0.895645,0.8502379216207662,-0.045407078379233856,-1.7458829216207663,7800
-0.799991,-4.626454,-2.7132225,2.70571793525942,-0.007504564740580033,-5.418940435259421,7900
-1.808529,-1.6776369999999998,-1.743083,0.09255462080306974,-1.6505283791969303,-1.8356376208030696,8000
-1.616388,-1.582009,-1.5991985,0.024309624030412272,-1.5748888759695876,-1.6235081240304123,8100
-2.58985,-1.7517,-2.170775,0.5926615486515049,-1.5781134513484951,-2.7634365486515047,8200
-2.198395,-1.7054650000000002,-1.9519300000000002,0.34855414565028475,-1.6033758543497154,-2.3004841456502847,8300
-2.166546,-2.074767,-2.1206565,0.06489755327052003,-2.05575894672948,-2.1855540532705198,8400
-0.140025,-0.7858229999999999,-0.462924,0.45664814507671,-0.006275854923290025,-0.91957214507671,8500
-1.357392,-1.081106,-1.219249,0.1953637041469065,-1.0238852958530935,-1.4146127041469065,8600
-2.7753259999999997,-1.178621,-1.9769734999999997,1.1290409330544662,-0.8479325669455335,-3.106014433054466,8700
-1.6980680000000001,-2.630625,-2.1643465,0.6594173785429833,-1.5049291214570168,-2.8237638785429837,8800
-1.6576240000000002,-2.767687,-2.2126555000000003,0.7849330748442824,-1.427722425155718,-2.9975885748442828,8900
-3.895319,-0.802642,-2.3489805,2.186852878719668,-0.16212762128033198,-4.535833378719668,9000
-2.199191,-3.9667510000000004,-3.082971,1.2498536621540943,-1.8331173378459058,-4.332824662154095,9100
-2.35166,-3.536749,-2.9442044999999997,0.8379844682095845,-2.106220031790415,-3.782188968209584,9200
-2.550092,-5.475017,-4.0125545,2.068234301962063,-1.9443201980379374,-6.080788801962063,9300
-1.8379560000000001,-1.396454,-1.6172050000000002,0.31218905810742315,-1.305015941892577,-1.9293940581074234,9400
