Eval mean reward,Eval std,success ratio 10mm,Average reach time 10mm,success ratio 2mm,Average reach time 2mm,success ratio 1mm,Average reach time 1mm,success ratio 0.5mm,Average reach time 0.5mm,Train walltime (s)
-1.0081670539337209,0.2644960739559267,0.0,,0.0,,0.0,,0.0,,384.95454001426697
