Final total_distance Min,Q Targets Max,Test Returns Min,Q1 Predictions Max,Number of env steps total,Q Targets Min,Test Returns Std,Q1 Predictions Min,Test Rewards Min,Bellman Errors 2 Mean,Q Targets Mean,Policy Loss,Train Time (s),Q Targets Std,Bellman Errors 1 Min,Test Rewards Std,Exploration Returns Mean,Test Rewards Max,Q2 Predictions Mean,Sample Time (s),(Previous) Eval Time (s),Exploration Rewards Std,Final total_distance Max,Epoch Time (s),Test Actions Max,Q1 Predictions Mean,Test Returns Mean,Bellman Errors 2 Min,Exploration Actions Min,Q2 Predictions Std,Num Paths,Bellman Errors 1 Max,AverageReturn,Final total_distance Std,Q1 Predictions Std,Bellman Errors 1 Std,Final total_distance Mean,Epoch,Exploration Returns Max,Test Rewards Mean,Bellman Errors 1 Mean,Bellman Errors 2 Max,Total Train Time (s),Bellman Errors 2 Std,Exploration Actions Max,QF2 Loss,Test Actions Mean,Exploration Actions Mean,Exploration Rewards Min,QF1 Loss,Q2 Predictions Min,Exploration Actions Std,Test Actions Std,Test Actions Min,Number of rollouts total,Exploration Rewards Mean,Policy Action Max,Policy Action Std,Q2 Predictions Max,Test Returns Max,Policy Action Min,Number of train steps total,Exploration Returns Min,Exploration Returns Std,Exploration Rewards Max,Policy Action Mean
0.07467768530320333,-0.010559452,-1.9378200416665243,0.003272316,5000,-0.0623994,4.440892098500626e-16,0.00076056505,-0.025271811098060693,0.0008001328,-0.025303008,0.04887482,0.023746020015096292,0.008179714,0.00016347544,0.006308471103710516,-2.7706731103887927,-0.005576756682244271,0.00173136,1.8918147374643013,0,0.010467275652862944,0.07467768530320333,1.9155607574793976,0.03937439,0.001980436,-1.9378200416665239,0.00014480234,-0.38965279729054886,0.0003271964,50,0.0043090773,-1.9378200416665239,1.3877787807814457e-17,0.00050934305,0.00060761237,0.07467768530320332,0,-1.174830002162252,-0.019378200416665246,0.0008141639,0.004205972,2.2898910965013783,0.0005963021,0.40366625356567654,0.00080013275,0.0018907556,0.0009250381773989842,-0.0826089877508756,0.0008141638,0.0011186977,0.10072149777824979,0.03347916,-0.03955455,50,-0.02770673110388792,0.007826641,0.004738788,0.002925858,-1.9378200416665243,-0.008693089,1,-5.276542945465907,0.8099444849635555,-0.003201789877045392,0.0009667487
0.020624354111440733,-0.012240367,-0.04744074127140354,-0.046958633,10000,-0.0706207,0.0,-0.050898433,-0.005329706957927337,0.00051493983,-0.028892912,0.047975156,16.525636477948865,0.01314077,3.3524066e-06,0.00048797596473502226,-0.28561007697533497,-0.00042536398251410225,-0.04718633,2.170409871963784,0.37645834300201386,0.005928301146300803,0.020624354111440733,19.072504692914663,0.9677026,-0.048764396,-0.04744074127140354,2.6334337e-07,-1.0,0.00050514936,55,0.001346549,-0.04744074127140354,0.0,0.0008112878,0.00031150723,0.020624354111440733,1,-0.005826904754850919,-0.00047440741271403486,0.0005739626,0.0012254441,21.373714341432787,0.00028421718,1.0,0.0005149399,-0.25593612,-0.398824108165258,-0.04174951114378585,0.00057396264,-0.04835642,0.51733818429195,0.3620787,-0.9999936,105,-0.0031721636174562653,0.04032199,0.033925414,-0.04589333,-0.04744074127140354,-0.040131997,5001,-3.238479800510232,0.5180333804301128,-2.4704047771917564e-06,0.0020457376
0.07106743454574246,-0.0051918924,-0.5050580252913385,-0.03152995,15000,-0.14786497,1.1102230246251565e-16,-0.14730176,-0.00505058025291339,3.4988803e-05,-0.061467085,0.04120717,16.445590273448033,0.027509645,3.4732273e-09,0.0,-0.02322774072461963,-0.00505058025291339,-0.05880429,2.158555476780748,0.38815702899592,0.0019853175552087157,0.07106743454574246,18.9923027792247,0.99999833,-0.059926767,-0.5050580252913386,1.7647489e-10,-1.0,0.02618776,356,0.0010772966,-0.5050580252913386,1.3877787807814457e-17,0.02693571,0.00011976223,0.07106743454574248,2,-0.005070330055938019,-0.00505058025291339,3.0370269e-05,0.0010425289,40.37061310064746,0.000119950884,1.0,3.49888e-05,0.0104903225,-0.23867480354092804,-0.017862574850207515,3.0370264e-05,-0.14287566,0.46680313439128696,0.7350723,-0.99986416,461,-0.001647882761650974,0.99998593,0.6168826,-0.030992443,-0.5050580252913385,-1.0,10001,-0.6289214250409226,0.06250781744482539,-1.4936281552426673e-06,-0.47051716
0.003925348831460607,-9.414954e-05,-0.005067213610621861,-0.013000932,20000,-0.17227912,1.734723475976807e-18,-0.16826475,-0.005051805247173212,2.5837657e-05,-0.044065233,0.026637724,16.14226976642385,0.028863315,1.0007045e-08,0.0025181984418622813,-0.00738542597785221,-1.5408363448649156e-05,-0.044871785,2.1253268859290984,0.39302171202143654,0.002510086235493728,0.003925348831460607,18.660618364374386,0.9997092,-0.045143235,-0.00506721361062186,1.7985613e-10,-1.0,0.02803577,1316,0.0009730927,-0.00506721361062186,8.673617379884035e-19,0.028093724,9.926236e-05,0.0039253488314606065,3,-0.005050754276072719,-0.0025336068053109315,2.6784315e-05,0.0008912346,59.01946172805037,9.206608e-05,1.0,2.583766e-05,-0.23304957,-0.17103517527218098,-0.008179321377332814,2.6784315e-05,-0.16385362,0.6860680630911338,0.78347063,-0.999998,1777,-0.0019334037371898762,1.0,0.70302266,-0.015215718,-0.005067213610621861,-1.0,15001,-0.19444046038684712,0.006488222251694598,-1.11662339423212e-06,-0.25476116
0.00599865331307388,-4.9963746e-05,-0.005183564875518401,-0.006118738,25000,-0.12838107,0.0,-0.11991304,-0.005147581033947949,2.3683675e-05,-0.023965249,0.011492067,16.23228341792128,0.022887722,5.606765e-11,0.002555798596188748,-0.00678002214118631,-3.598384157045223e-05,-0.024268704,2.13287204754306,0.3807653750118334,0.0026066656665302912,0.00599865331307388,18.745920840476174,0.9999301,-0.024217237,-0.005183564875518401,2.2267312e-09,-1.0,0.021658517,1530,0.00037617996,-0.005183564875518401,0.0,0.021656236,4.854424e-05,0.00599865331307388,4,-0.005052049267354696,-0.0025917824377592,2.4736748e-05,0.0004066998,77.77631055554957,5.0302013e-05,1.0,2.368367e-05,-0.17905611,-0.1821217259873546,-0.009868230656026452,2.4736742e-05,-0.121791735,0.7093299048975115,0.83670837,-0.9999791,3307,-0.0020734427095772646,1.0,0.70262593,-0.00536024,-0.005183564875518401,-1.0,20001,-0.2726731991445872,0.009626234375854154,-8.516972533968597e-07,-0.22567256
0.07105433929610938,-4.4738845e-06,-0.5048719132806634,0.0017000455,30000,-0.09861864,1.1102230246251565e-16,-0.09742716,-0.005048719132806634,1.4110835e-05,-0.014909032,0.0056461273,16.323184165899875,0.018784137,1.6668837e-08,0.0,-0.007178213658185136,-0.005048719132806634,-0.014656048,2.142768868332496,0.39189050198183395,0.002809239607968133,0.07105433929610938,18.857843536214205,0.99999994,-0.0147671485,-0.5048719132806633,3.174341e-09,-1.0,0.017304527,1526,0.00046642905,-0.5048719132806633,0.0,0.017912189,5.0142542e-05,0.07105433929610938,5,-0.00504945195121252,-0.005048719132806634,1.3973992e-05,0.00059095834,96.63019495876506,6.155786e-05,1.0,1.4110836e-05,-0.6294552,-0.18105669422585446,-0.015603392574264428,1.39739905e-05,-0.0895401,0.766200650536299,0.73643255,-1.0,4833,-0.0022133671534432238,1.0,0.7502174,-0.0006127143,-0.5048719132806634,-1.0,25001,-0.7437809118999102,0.020712226132257865,-4.706234024074489e-07,-0.17405003
0.029730437390716805,-1.8765122e-05,-0.09264019000744747,-9.040069e-05,35000,-0.07832801,0.0,-0.08403864,-0.005134198170557498,3.037227e-05,-0.017870355,0.013947945,16.444764507730724,0.015725113,4.2889967e-10,0.000422899437074212,-0.3535990493137165,-0.0008838989074433319,-0.018062474,2.1174387412902433,0.3879992399888579,0.0027185633466435253,0.029730437390716805,18.950202489009826,0.99901354,-0.017551385,-0.09264019000744747,5.269601e-08,-1.0,0.015134742,50,0.00021841118,-0.09264019000744747,3.469446951953614e-18,0.015220535,4.479858e-05,0.0297304373907168,6,-0.08621401460113277,-0.0009264019000744735,3.1387895e-05,0.00023057383,115.58284467979684,4.1315678e-05,1.0,3.0372268e-05,0.0053469767,-0.3753678010910637,-0.01667359871215173,3.1387895e-05,-0.08503605,0.785438377715449,0.79186875,-1.0,4883,-0.0035002875600249127,1.0,0.8181819,-0.002941888,-0.09264019000744747,-1.0,30001,-1.6099829699392663,0.256727420665897,-0.000819734481903342,-0.54531187
0.006086735391082678,-9.890789e-06,-0.005085808647844196,0.0060878396,40000,-0.12070067,1.734723475976807e-18,-0.14283398,-0.0050487603001231375,9.34325e-05,-0.047637448,0.04517668,16.455986365210265,0.02350769,2.4259428e-10,0.0025058559762010397,-0.03447014285573257,-3.70483477210584e-05,-0.04448376,2.1289856365765445,0.39080970801296644,0.008274632408468744,0.006086735391082678,18.975781709799776,0.9999943,-0.046487734,-0.005085808647844194,8.228697e-11,-1.0,0.0233194,700,0.0012005578,-0.005085808647844194,8.673617379884035e-19,0.02415104,0.00020709133,0.006086735391082677,7,-0.005055947113896557,-0.002542904323922097,9.406319e-05,0.0014474889,134.553879052517,0.00019459218,1.0,9.343248e-05,-0.2561494,-0.08276016495861842,-0.10946918153959888,9.406318e-05,-0.12958369,0.7932889641695307,0.8372941,-1.0,5583,-0.004826785356873932,1.0,0.8635433,0.0009786962,-0.005085808647844196,-1.0,35001,-3.057385022087579,0.18199832002211108,-3.2526017603950172e-06,-0.19355334
0.00560703503481197,0.0042730984,-0.005106504148493563,0.008823909,45000,-0.15382145,8.673617379884035e-19,-0.15177105,-0.005075065306611955,0.0007817594,-0.06800904,0.016444825,16.44846117598354,0.03799946,1.4397984e-08,0.002521813232365173,-0.006694335431907061,-3.1438841881608866e-05,-0.06948244,2.162141039123526,0.3860592919809278,0.0028638584112434264,0.00560703503481197,18.996661507087993,0.99999917,-0.07024139,-0.0051065041484935625,7.583875e-08,-1.0,0.029136889,1697,0.005711163,-0.0051065041484935625,0.0,0.030178793,0.0013213562,0.00560703503481197,8,-0.005075701642261251,-0.0025532520742467812,0.0008096444,0.0064704954,153.56208757666172,0.0012661149,1.0,0.00078175915,-0.10504327,-0.03899018765548753,-0.015556531986454404,0.00080964435,-0.14774393,0.7486182230461723,0.8434533,-0.999433,7280,-0.0022720574455892565,1.0,0.7386383,0.004214816,-0.005106504148493563,-1.0,40001,-0.029143754872685307,0.002336753034094722,-1.147979813391937e-06,-0.11619681
0.005891181135631405,-1.46487155e-05,-0.005201437874609676,0.0010002814,50000,-0.11717611,8.673617379884035e-19,-0.120006815,-0.005166731859436857,0.00014028334,-0.031821415,0.008914161,16.325245972839184,0.023543146,2.5963631e-09,0.0025660129221320186,-0.006413352992033418,-3.470601517281933e-05,-0.033425607,2.155373550252989,0.39780356001574546,0.0027660140335890575,0.005891181135631405,18.87842308310792,1.0,-0.03253166,-0.005201437874609677,6.5892305e-09,-1.0,0.019978538,1855,0.0011485653,-0.005201437874609677,0.0,0.020526247,0.00023375056,0.005891181135631405,9,-0.005066968828268275,-0.0026007189373048385,0.00014224678,0.0011692931,172.45105837480514,0.00020495952,1.0,0.00014028334,0.089069076,0.014937499034209763,-0.008753863764536289,0.00014224675,-0.12159929,0.7525169312027722,0.8092789,-0.99827236,9135,-0.002379353960044398,1.0,0.7594492,0.002794532,-0.005201437874609676,-1.0,45001,-0.02808090005517236,0.0019644749662153017,-6.441962509454508e-07,-0.071411245
