Eval mean reward,Eval std,success ratio 50mm,Average reach time 50mm,success ratio 20mm,Average reach time 20mm,success ratio 10mm,Average reach time 10mm,success ratio 5mm,Average reach time 5mm
-0.4545515682944097,0.09245850412218977,0.02,79.0,0.0,,0.0,,0.0,
