seed 1,seed 2,seed 3,seed 4,seed 5,seed 6,seed 7,seed 8,seed 9,seed 10,mean_reward,std_reward,upper,lower,timesteps
-3.6048430000000002,-3.158343,-2.546854,-3.0055959999999997,-4.110384,-2.155909,-3.284018,-3.938854,-4.6228620000000005,-2.869846,-3.3297509000000005,0.7503406669609701,-2.5794102330390305,-4.080091566960971,100
-2.2113810000000003,-2.764586,-3.558843,-2.572923,-2.0871180000000003,-3.216199,-2.6644959999999998,-2.202495,-2.420529,-1.767843,-2.5466412999999997,0.5374186302785339,-2.0092226697214657,-3.0840599302785336,200
-2.4759130000000003,-3.7268760000000003,-2.731328,-2.7781290000000003,-3.006239,-3.1631240000000003,-5.131508,-2.695591,-2.66941,-2.8492990000000002,-3.1227417,0.7865827734450175,-2.3361589265549827,-3.9093244734450177,300
-3.881901,-2.961055,-4.714094,-2.38172,-4.215804,-3.365335,-2.284103,-2.549426,-2.044537,-4.230673,-3.2628648000000005,0.9523838806615512,-2.310480919338449,-4.215248680661552,400
-1.557684,-3.6622169999999996,-2.9949939999999997,-2.8792720000000003,-2.239647,-2.892529,-3.3184910000000003,-1.9706,-2.21702,-3.142904,-2.6875358,0.6617598723014262,-2.025775927698574,-3.349295672301426,500
-2.1668130000000003,-2.869814,-1.8092840000000001,-4.125904,-2.1791810000000003,-2.9157330000000004,-2.939609,-2.033975,-2.084238,-1.765613,-2.4890163999999997,0.7276750209259626,-1.761341379074037,-3.2166914209259625,600
-3.270238,-3.147759,-2.9925580000000003,-2.718382,-1.9011220000000002,-3.370687,-3.3393610000000002,-3.127919,-3.633031,-2.157807,-2.9658864,0.5526779420752097,-2.4132084579247906,-3.5185643420752095,700
-2.712217,-3.145604,-4.680068,-1.920671,-3.665749,-2.564937,-3.018039,-3.704618,-3.545847,-1.533941,-3.0491691000000003,0.9215937021225123,-2.127575397877488,-3.9707628021225125,800
-3.364703,-3.520983,-3.4563040000000003,-2.214297,-3.6962629999999996,-2.189521,-3.0012060000000003,-2.678302,-3.258473,-2.3096669999999997,-2.9689719,0.5782025840765214,-2.3907693159234786,-3.5471744840765216,900
-3.616175,-3.8421519999999996,-3.586232,-4.669695,-3.5612839999999997,-3.284261,-3.173151,-2.689166,-4.39438,-2.863838,-3.5680334,0.6217448834798545,-2.946288516520146,-4.189778283479854,1000
-3.959135,-3.1548689999999997,-3.079762,-2.744622,-2.2286900000000003,-3.944556,-4.355321,-1.995527,-4.410718,-5.0010650000000005,-3.4874265,0.9981655902285341,-2.489260909771466,-4.4855920902285344,1100
-4.659716,-3.47349,-2.6384090000000002,-3.8159989999999997,-2.472481,-3.110625,-1.396304,-4.1700870000000005,-3.860815,-4.440258999999999,-3.4038185,1.0105865005526082,-2.3932319994473916,-4.414405000552608,1200
-4.237678,-1.664696,-3.795094,-3.770075,-1.822143,-1.859748,-3.766001,-2.7077310000000003,-2.173597,-2.5145779999999998,-2.8311341,0.9737210146615063,-1.8574130853384936,-3.804855114661506,1300
-3.518616,-2.5318669999999996,-4.716899,-3.387682,-4.6426940000000005,-3.009953,-2.387827,-2.49777,-3.498362,-3.866429,-3.4058099,0.8342615570969801,-2.5715483429030197,-4.24007145709698,1400
-2.952867,-3.890343,-4.75636,-2.068548,-3.583036,-4.21925,-2.523301,-2.240175,-1.55199,-3.381454,-3.1167324,1.0265578158953457,-2.0901745841046546,-4.1432902158953455,1500
-3.5803519999999995,-2.9472400000000003,-3.6820510000000004,-4.42729,-3.015186,-2.278198,-2.4664200000000003,-1.6028069999999999,-2.21657,-4.07375,-3.0289864,0.9042078499502203,-2.1247785500497796,-3.9331942499502204,1600
-2.602821,-3.1953169999999997,-3.8675339999999996,-2.104693,-3.2910169999999996,-2.523955,-2.973059,-2.451474,-3.7188730000000003,-2.256257,-2.8985000000000003,0.608268546375146,-2.2902314536248545,-3.506768546375146,1700
-3.958794,-2.311298,-2.8242220000000002,-3.7901300000000004,-2.899178,-3.9207699999999996,-2.432163,-3.4281330000000003,-2.2961869999999998,-3.9321019999999995,-3.1792977000000002,0.7035788765215627,-2.4757188234784375,-3.882876576521563,1800
-4.174475,-2.561721,-2.767688,-3.880645,-3.091133,-3.063662,-4.105859,-2.735019,-2.5480169999999998,-4.0711699999999995,-3.2999389,0.6797501162491747,-2.6201887837508253,-3.9796890162491745,1900
-3.417322,-3.5612129999999995,-3.540808,-5.216893,-2.806142,-3.9666349999999997,-3.219775,-2.9194560000000003,-2.325847,-3.251156,-3.4225246999999994,0.7785491111291638,-2.643975588870836,-4.201073811129163,2000
