mean reward,std reward (seed),std reward (eval),mean train walltime (s),std train walltime (s),mean success ratio 50mm,std success ratio 50mm,mean reach time 50mm,std reach time 50mm,mean success ratio 20mm,std success ratio 20mm,mean reach time 20mm,std reach time 20mm,mean success ratio 10mm,std success ratio 10mm,mean reach time 10mm,std reach time 10mm,mean success ratio 5mm,std success ratio 5mm,mean reach time 5mm,std reach time 5mm
-2.5854963685872674,0.5565265485285384,1.5195900161885656,1063.9416592121124,74.33352873136378,0.025,0.0190029237516523,49.66250000000001,17.220423805230404,0.003,0.00483045891539648,37.333333333333336,26.6520793435209,0.002,0.004216370213557839,39.5,26.16295090390226,0.0,0.0,,
