Eval mean reward,Eval std,success ratio 50mm,Average reach time 50mm,success ratio 20mm,Average reach time 20mm,success ratio 10mm,Average reach time 10mm,success ratio 5mm,Average reach time 5mm
-1.4494081234828626,0.9077520217475051,0.05,10.0,0.0,,0.0,,0.0,
