mean reward,std reward (seed),std reward (eval),mean train walltime (s),std train walltime (s),mean success ratio,std success ratio,mean reach time,std reach time
-0.6578919770458014,0.0594992190448849,0.16407754157833956,3.20545494556427,0.06859804204893709,0.0,0.0,,
