Average reach time 0.5mm,Average reach time 10mm,Average reach time 1mm,Average reach time 2mm,Eval mean reward,Eval std,success ratio 0.5mm,success ratio 10mm,success ratio 1mm,success ratio 2mm,Train walltime (s)
,,,,-0.7889928227559722,0.2512639011581902,0.0,0.0,0.0,0.0,36.78444814682007
