mean reward,std reward (seed),std reward (eval),mean train walltime (s),std train walltime (s),mean success ratio 50mm,std success ratio 50mm,mean reach time 50mm,std reach time 50mm,mean success ratio 20mm,std success ratio 20mm,mean reach time 20mm,std reach time 20mm,mean success ratio 10mm,std success ratio 10mm,mean reach time 10mm,std reach time 10mm,mean success ratio 5mm,std success ratio 5mm,mean reach time 5mm,std reach time 5mm
-1.5383986037439459,0.07330697937802705,0.8661283677931699,68.11296293735504,0.7505760795883358,0.041999999999999996,0.013165611772087669,31.688333333333333,16.985847504087005,0.001,0.0031622776601683794,85.0,,0.001,0.0031622776601683794,96.0,,0.0,0.0,,
