mean reward,std reward (seed),std reward (eval),mean train walltime (s),std train walltime (s),mean success ratio 50mm,std success ratio 50mm,mean reach time 50mm,std reach time 50mm,mean success ratio 20mm,std success ratio 20mm,mean reach time 20mm,std reach time 20mm,mean success ratio 10mm,std success ratio 10mm,mean reach time 10mm,std reach time 10mm,mean success ratio 5mm,std success ratio 5mm,mean reach time 5mm,std reach time 5mm
-0.13394518113616577,0.007356187541683468,0.002916875934485323,55.31327395439148,2.728270742793182,1.0,0.0,9.263,0.29166380950981524,0.9890000000000001,0.017288403306519935,13.49453994192425,1.2185209658061906,0.7270000000000001,0.18439390204426803,22.083692051535035,10.14217375268194,0.20299999999999999,0.07944949478896782,43.30848461394127,11.093306449755422
