Test Actions Min,Train Time (s),Policy Loss,Q2 Predictions Mean,QF2 Loss,Test Returns Max,Exploration Returns Std,Exploration Actions Max,Exploration Actions Mean,Q1 Predictions Mean,Final total_distance Max,Bellman Errors 1 Min,Test Rewards Std,Test Actions Std,Exploration Rewards Std,Final total_distance Mean,Exploration Actions Min,Epoch Time (s),Policy Action Mean,Number of env steps total,(Previous) Eval Time (s),Number of train steps total,Exploration Rewards Mean,Exploration Rewards Max,Epoch,Q2 Predictions Min,Test Actions Mean,Bellman Errors 1 Max,Bellman Errors 2 Max,Bellman Errors 2 Mean,Q1 Predictions Max,Q1 Predictions Std,Test Rewards Max,Q Targets Mean,Exploration Actions Std,Test Rewards Mean,Exploration Returns Min,Policy Action Min,Q2 Predictions Max,Q Targets Std,Test Rewards Min,Final total_distance Min,Policy Action Std,Num Paths,AverageReturn,QF1 Loss,Exploration Returns Max,Test Returns Min,Exploration Rewards Min,Test Returns Mean,Total Train Time (s),Exploration Returns Mean,Bellman Errors 1 Mean,Sample Time (s),Test Actions Max,Final total_distance Std,Test Returns Std,Q1 Predictions Min,Bellman Errors 2 Min,Policy Action Max,Bellman Errors 1 Std,Q2 Predictions Std,Bellman Errors 2 Std,Q Targets Min,Number of rollouts total,Q Targets Max
-0.0420032,0.09845001150097232,0.05111,-0.0049854,0.00164747,-35.2092027762,10.9241761329,0.398437790546,0.00074269269528,0.000283359,0.187472747462,8.67929e-05,0.00116844843359,0.0370314,0.0194697712509,0.187472747462,-0.384705452715,1.2626472533738706,0.00158966,5000,0,1,-0.0363357523676,-0.00345347093965,0,-0.00647607,-0.0106812,0.0132245,0.0116935,0.00164747,0.00326805,0.00168187,-0.0243236589353,-0.040732,0.100149173486,-0.0352092027762,-55.6021848189,-0.00662693,-0.00353734,0.0189554,-0.0410304702617,0.187472747462,0.00420218,5,-35.2092027762,0.00208491,-24.8054140182,-35.2092027762,-0.110428570511,-35.2092027762,1.6782938463875325,-36.3357523676,0.00208491,1.1641972418728983,0.0481087,0.0,0.0,-0.00247432,3.9468e-05,0.00995739,0.00217157,0.000703836,0.00188209,-0.112334,5,-0.0113723
