mean reward,std reward (seed),std reward (eval),mean train walltime (s),std train walltime (s),mean success ratio 10mm,std success ratio 10mm,mean reach time 10mm,std reach time 10mm,mean success ratio 2mm,std success ratio 2mm,mean reach time 2mm,std reach time 2mm,mean success ratio 1mm,std success ratio 1mm,mean reach time 1mm,std reach time 1mm,mean success ratio 0.5mm,std success ratio 0.5mm,mean reach time 0.5mm,std reach time 0.5mm
-1.3956115769549797,0.012796633657429978,0.9477362409611827,145.0530925989151,3.5705739528477447,0.125,0.03535533905932737,32.0,2.8284271247461903,0.025,0.03535533905932738,90.0,,0.0,0.0,,,0.0,0.0,,
