mean reward,std reward (seed),std reward (eval),mean train walltime (s),std train walltime (s),mean success ratio 10mm,std success ratio 10mm,mean reach time 10mm,std reach time 10mm,mean success ratio 2mm,std success ratio 2mm,mean reach time 2mm,std reach time 2mm,mean success ratio 1mm,std success ratio 1mm,mean reach time 1mm,std reach time 1mm,mean success ratio 0.5mm,std success ratio 0.5mm,mean reach time 0.5mm,std reach time 0.5mm
-0.22966882336094158,0.05872148382192235,0.21100826430010858,1953.4163290262222,8.605714307984188,0.8500000000000001,0.07071067811865474,11.750980392156862,0.6849230390316717,0.225,0.03535533905932737,18.1,8.626702730475879,0.0,0.0,,,0.0,0.0,,
