Eval mean reward,Eval std,success ratio 50mm,Average reach time 50mm,success ratio 20mm,Average reach time 20mm,success ratio 10mm,Average reach time 10mm,success ratio 5mm,Average reach time 5mm,Train walltime (s)
-0.29270928334665314,0.2806511139949722,0.67,10.809523809523812,0.1,20.4,0.01,63.0,0.0,,1959.5014879703522
