Eval mean reward,Eval std,success ratio 50mm,Average reach time 50mm,success ratio 20mm,Average reach time 20mm,success ratio 10mm,Average reach time 10mm,success ratio 5mm,Average reach time 5mm
-0.19125103494006906,0.0044606085999591245,1.0,10.0,0.0,,0.0,,0.0,
