number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_gamma,params_lr,params_lr_schedule,params_n_steps,params_vf_coef,state
60,0.5269976854324341,2020-06-14 20:48:11.855376,2020-06-14 21:30:37.119499,0 days 00:42:25.264123000,1.0031224516360364e-05,0.98,0.9693152787284925,constant,16,0.39425450118945066,PRUNED
61,2.3464179039001465,2020-06-14 20:48:13.361044,2020-06-14 21:30:58.098294,0 days 00:42:44.737250000,2.8760263247002846e-05,0.98,0.000858995170568771,constant,16,0.3889700537359676,PRUNED
62,0.4903654158115387,2020-06-14 20:48:15.678064,2020-06-14 22:38:59.153815,0 days 01:50:43.475751000,1.3067593079393802e-05,0.98,0.9124276821600266,constant,16,0.3815977489966569,COMPLETE
63,0.5532079339027405,2020-06-14 20:48:22.661961,2020-06-14 21:30:45.542759,0 days 00:42:22.880798000,3.497976027049403e-05,0.98,0.9928429396982652,constant,16,0.41216673884552,PRUNED
64,1.1648900508880615,2020-06-14 20:48:24.905295,2020-06-14 21:30:03.891253,0 days 00:41:38.985958000,1.7502937603875677e-07,0.9,0.8146332853262528,constant,16,0.40697212786706904,PRUNED
65,0.4525362551212311,2020-06-14 20:48:27.229579,2020-06-14 22:34:09.044393,0 days 01:45:41.814814000,1.4087757735755667e-07,0.9,0.00047486456742518065,constant,2048,0.40522532638283465,COMPLETE
66,0.6695078015327454,2020-06-14 20:48:36.463751,2020-06-14 22:38:52.733496,0 days 01:50:16.269745000,1.9096599422548406e-07,0.9999,0.8250303669258908,constant,16,0.4146150457415832,COMPLETE
67,0.5827698707580566,2020-06-14 20:48:37.387989,2020-06-14 21:30:53.010603,0 days 00:42:15.622614000,3.4144319133693854e-05,0.9999,0.7385951272870505,constant,16,0.44154645985066693,PRUNED
68,3.0053865909576416,2020-06-14 20:48:37.560487,2020-06-14 21:30:31.263219,0 days 00:41:53.702732000,1.956302418230418e-07,0.9999,0.6365751146942983,constant,16,0.008422415077513679,PRUNED
69,1.7915163040161133,2020-06-14 20:48:47.833484,2020-06-14 21:31:10.759933,0 days 00:42:22.926449000,2.537495261536651e-05,0.9999,0.5150942189803974,constant,16,0.03393230836821063,PRUNED
70,0.7791721820831299,2020-06-14 20:48:57.412692,2020-06-14 22:40:23.948409,0 days 01:51:26.535717000,6.669851181895772e-06,0.9999,1.162276570097443e-05,constant,16,0.9831288321455055,COMPLETE
71,2.699423313140869,2020-06-14 20:49:06.844524,2020-06-14 21:31:57.773929,0 days 00:42:50.929405000,6.5582876714304226e-06,0.9999,0.9789464223592036,constant,16,0.9908318165701231,PRUNED
72,0.4940551817417145,2020-06-14 20:49:08.288995,2020-06-14 21:32:06.745518,0 days 00:42:58.456523000,7.313601537962105e-06,0.9999,0.7742495377664866,constant,16,0.7578968231887477,PRUNED
73,0.9667388200759888,2020-06-14 20:49:18.631214,2020-06-14 22:39:40.594014,0 days 01:50:21.962800000,1.7981732974124875e-07,0.9999,1.0432064566056316e-05,constant,16,0.9771079526570917,COMPLETE
74,0.3715468645095825,2020-06-14 20:49:48.159017,2020-06-14 22:37:59.837304,0 days 01:48:11.678287000,1.3818171978292581e-07,0.9999,1.206645963824812e-05,constant,128,0.787027462673431,COMPLETE
75,0.5836039781570435,2020-06-14 20:49:52.918626,2020-06-14 21:31:22.969108,0 days 00:41:30.050482000,5.746967490211262e-05,0.9999,1.0373517440811187e-05,constant,128,0.990211974096817,PRUNED
76,0.4997471868991852,2020-06-14 20:50:03.927494,2020-06-14 21:31:51.355823,0 days 00:41:47.428329000,9.576803610084936e-06,0.9999,5.1180721304302814e-05,constant,128,0.9989668956838704,PRUNED
77,0.38217538595199585,2020-06-14 20:50:07.793568,2020-06-14 22:38:55.203377,0 days 01:48:47.409809000,1.3455602833336e-07,0.9999,6.443147592676563e-05,constant,128,0.8221672273733723,COMPLETE
78,0.43889108300209045,2020-06-14 20:50:23.067256,2020-06-14 22:37:04.312331,0 days 01:46:41.245075000,1.1995401642524945e-07,0.9999,1.1877151936780768e-05,constant,2048,0.08693081924367876,COMPLETE
79,0.6277343034744263,2020-06-14 20:50:39.999725,2020-06-14 22:37:04.305680,0 days 01:46:24.305955000,1.1629555286452483e-07,0.9999,0.23042551180830978,constant,2048,0.10400905718073382,COMPLETE
80,0.4237980246543884,2020-06-14 21:26:52.207866,2020-06-14 22:54:52.323100,0 days 01:28:00.115234000,6.29544960424872e-06,0.9999,1.1128920028720156e-05,constant,128,0.49140537308240584,COMPLETE
81,0.4199135899543762,2020-06-14 21:27:11.461286,2020-06-14 22:55:13.332340,0 days 01:28:01.871054000,1.941301807036613e-07,0.9999,1.3140708537840778e-05,constant,128,0.5014199091371304,COMPLETE
82,0.4216344356536865,2020-06-14 21:28:28.377875,2020-06-14 22:55:39.741048,0 days 01:27:11.363173000,1.0476041685171002e-07,0.9999,1.0850818094328707e-05,constant,128,0.1262166909106041,COMPLETE
83,0.48398691415786743,2020-06-14 21:28:39.189033,2020-06-14 22:55:21.004725,0 days 01:26:41.815692000,1.4963066239142561e-07,0.9999,1.1178934513227184e-05,constant,128,0.10658735392550053,COMPLETE
84,0.35689234733581543,2020-06-14 21:28:39.270763,2020-06-14 22:55:40.313291,0 days 01:27:01.042528000,1.3744005089494154e-07,0.9999,1.2258545268336773e-05,constant,128,0.48978680857528983,COMPLETE
85,0.41466253995895386,2020-06-14 21:28:55.533499,2020-06-14 22:55:25.745668,0 days 01:26:30.212169000,1.6233466497489398e-07,0.999,1.2825009070836525e-05,constant,128,0.12100586555085233,COMPLETE
86,0.3480275869369507,2020-06-14 21:29:07.527047,2020-06-14 22:54:34.703074,0 days 01:25:27.176027000,4.9815465386170434e-05,0.999,5.330601127522004e-05,constant,2048,0.807591419166589,COMPLETE
87,0.3722039759159088,2020-06-14 21:29:14.294213,2020-06-14 22:55:38.855883,0 days 01:26:24.561670000,2.228167362752597e-06,0.999,5.365366228592409e-05,constant,128,0.9987119196297398,COMPLETE
88,0.41039198637008667,2020-06-14 21:29:42.794015,2020-06-14 22:54:36.562222,0 days 01:24:53.768207000,1.8033942062654048e-07,0.999,1.5631210891536825e-05,constant,2048,0.8061143323835696,COMPLETE
89,0.46210798621177673,2020-06-14 21:30:07.649960,2020-06-14 22:53:51.231028,0 days 01:23:43.581068000,7.395191349151336e-05,0.98,4.6848106932811885e-05,constant,2048,0.48051738296128965,COMPLETE
90,0.4036293029785156,2020-06-14 21:30:07.836772,2020-06-14 22:55:16.628435,0 days 01:25:08.791663000,5.230348745049433e-05,0.98,1.1928734485864268e-05,constant,2048,0.3309725693561937,COMPLETE
91,0.3593727946281433,2020-06-14 21:30:37.120034,2020-06-14 22:55:16.934456,0 days 01:24:39.814422000,8.326488511709543e-05,0.98,1.4653086211588375e-05,constant,2048,0.343513924172462,COMPLETE
92,0.3925865590572357,2020-06-14 21:30:37.929854,2020-06-14 22:55:14.552990,0 days 01:24:36.623136000,7.258559231656838e-05,0.98,4.27558451342624e-05,constant,2048,0.5046618444916983,COMPLETE
93,0.3525765836238861,2020-06-14 21:30:53.011206,2020-06-14 22:55:14.971801,0 days 01:24:21.960595000,9.332216505208953e-07,0.98,1.5726485378589238e-05,constant,2048,0.31722796723013325,COMPLETE
94,0.3998156487941742,2020-06-14 21:30:54.316053,2020-06-14 22:55:13.376880,0 days 01:24:19.060827000,1.1254389381186611e-06,0.98,1.0912197611427947e-05,constant,2048,0.5179073190381135,COMPLETE
95,0.3476034998893738,2020-06-14 21:31:07.150469,2020-06-14 22:55:18.269608,0 days 01:24:11.119139000,9.101398287537577e-07,0.999,6.835828889242344e-05,constant,2048,0.3178392284762032,COMPLETE
96,0.4249313473701477,2020-06-14 21:31:14.239548,2020-06-14 22:55:16.922100,0 days 01:24:02.682552000,1.5261265170927362e-06,0.999,4.833203864115937e-05,linear,2048,0.5225352096999671,COMPLETE
97,0.408141553401947,2020-06-14 21:31:26.886837,2020-06-14 22:55:14.549360,0 days 01:23:47.662523000,8.79321149750162e-07,0.999,5.123770287940293e-05,linear,2048,0.5176213054815355,COMPLETE
98,0.4370523989200592,2020-06-14 21:31:55.289802,2020-06-14 22:55:14.541798,0 days 01:23:19.251996000,1.2821568410857195e-06,0.999,2.0253071634957983e-05,linear,2048,0.3488452578664353,COMPLETE
99,0.5959468483924866,2020-06-14 21:32:01.245775,2020-06-14 22:12:34.015472,0 days 00:40:32.769697000,2.3627924341412727e-06,0.999,1.9345029361512186e-05,linear,2048,0.3322328553100465,PRUNED
