r,r,mean_reward,std_reward,upper,lower,timesteps
-0.374082,-1.50284,-0.938461,0.7981524361185649,-0.1403085638814351,-1.736613436118565,100
-0.370562,-1.631456,-1.001009,0.8915866977574306,-0.10942230224256944,-1.8925956977574305,200
-0.458854,-1.446595,-0.9527245,0.6984383591559817,-0.25428614084401824,-1.6511628591559817,300
-0.258835,-1.1044209999999999,-0.6816279999999999,0.5979195946764079,-0.08370840532359203,-1.2795475946764077,400
-0.9657709999999999,-0.852231,-0.909001,0.0802849039359206,-0.8287160960640794,-0.9892859039359205,500
-0.747451,-0.5133909999999999,-0.6304209999999999,0.16550541320452333,-0.46491558679547657,-0.7959264132045232,600
-0.458751,-0.435863,-0.447307,0.016184260007797713,-0.4311227399922023,-0.4634912600077977,700
-0.9430370000000001,-0.483641,-0.7133390000000001,0.3248420268499753,-0.38849697315002474,-1.0381810268499754,800
-1.071164,-0.809811,-0.9404874999999999,0.1848044785834478,-0.7556830214165521,-1.1252919785834476,900
-0.29184099999999996,-0.684272,-0.4880565,0.27749062124781804,-0.21056587875218197,-0.765547121247818,1000
-0.265849,-0.62142,-0.4436345,0.25142666529328184,-0.19220783470671815,-0.6950611652932819,1100
-0.43281499999999995,-0.680686,-0.5567504999999999,0.17527126495949077,-0.3814792350405092,-0.7320217649594907,1200
-0.8926229999999999,-1.286276,-1.0894495,0.278354705734428,-0.811094794265572,-1.367804205734428,1300
-0.9913059999999999,-0.468376,-0.729841,0.3697673490858812,-0.36007365091411875,-1.0996083490858812,1400
-0.9056139999999999,-0.45235,-0.678982,0.32050604806773925,-0.35847595193226073,-0.9994880480677393,1500
-0.548782,-0.40470100000000003,-0.47674150000000004,0.10188065214013892,-0.3748608478598611,-0.5786221521401389,1600
-0.504642,-0.471288,-0.487965,0.02358483957969614,-0.46438016042030383,-0.5115498395796961,1700
-1.19054,-0.4913,-0.84092,0.4944373456768814,-0.3464826543231186,-1.3353573456768815,1800
-2.126801,-0.46411,-1.2954555,1.1757000811178417,-0.11975541888215835,-2.471155581117842,1900
-2.7824139999999997,-0.42848100000000006,-1.6054475,1.6644819867587932,0.0590344867587933,-3.269929486758793,2000
-2.9713380000000003,-0.43362700000000004,-1.7024825000000001,1.794432656791695,0.09195015679169494,-3.496915156791695,2100
-2.386282,-0.424462,-1.405372,1.3872162254673928,-0.018155774532607305,-2.7925882254673926,2200
-2.52055,-0.45963100000000007,-1.4900905,1.4572898003761983,-0.03280069962380172,-2.9473803003761985,2300
-2.366645,-0.5898100000000001,-1.4782275,1.2564120775495993,-0.22181542245040076,-2.7346395775495993,2400
-2.618713,-0.550967,-1.58484,1.462117218371359,-0.12272278162864092,-3.046957218371359,2500
-2.498523,-0.833651,-1.666087,1.1772422810076097,-0.48884471899239035,-2.84332928100761,2600
-1.253773,-0.560261,-0.907017,0.490387038034245,-0.41662996196575497,-1.397404038034245,2700
-2.197516,-0.66115,-1.429333,1.0863748169844512,-0.3429581830155488,-2.515707816984451,2800
-1.70016,-0.704374,-1.202267,0.7041270332106274,-0.49813996678937256,-1.9063940332106273,2900
-0.579177,-0.72648,-0.6528285,0.10415895018912198,-0.548669549810878,-0.7569874501891221,3000
-0.717796,-0.729362,-0.723579,0.008178397031203584,-0.7154006029687964,-0.7317573970312036,3100
-0.442716,-0.722304,-0.58251,0.19769857073838443,-0.38481142926161555,-0.7802085707383843,3200
-0.450379,-0.7095020000000001,-0.5799405,0.1832276304614018,-0.3967128695385982,-0.7631681304614018,3300
-0.39971599999999996,-0.706596,-0.553156,0.21699692901052772,-0.3361590709894723,-0.7701529290105277,3400
-0.37323,-0.713109,-0.5431695,0.24033074568290258,-0.3028387543170974,-0.7835002456829026,3500
-0.311444,-0.718921,-0.5151825,0.28812974987755086,-0.22705275012244913,-0.8033122498775509,3600
-0.416304,-0.726141,-0.5712225,0.21908784376249635,-0.3521346562375036,-0.7903103437624963,3700
-0.371203,-0.71814,-0.5446715,0.24532150534451724,-0.29934999465548273,-0.7899930053445172,3800
-0.43692700000000007,-0.7349289999999999,-0.585928,0.21071923500715345,-0.37520876499284656,-0.7966472350071534,3900
-0.426917,-0.753517,-0.590217,0.2309410747355264,-0.3592759252644736,-0.8211580747355264,4000
-0.454949,-0.820427,-0.637688,0.25843197217449704,-0.379256027825503,-0.896119972174497,4100
-0.414357,-0.887913,-0.651135,0.33485465887157667,-0.31628034112842335,-0.9859896588715766,4200
-0.455222,-0.789508,-0.6223650000000001,0.2363758974557262,-0.3859891025442739,-0.8587408974557262,4300
-0.45322799999999996,-0.735658,-0.594443,0.19970816821051668,-0.3947348317894834,-0.7941511682105167,4400
-0.48500299999999996,-0.580974,-0.5329885,0.06786174489725418,-0.4651267551027458,-0.6008502448972541,4500
-0.46005100000000004,-0.5211060000000001,-0.49057850000000003,0.04317240452534468,-0.4474060954746554,-0.5337509045253447,4600
-0.516189,-0.61558,-0.5658845,0.07028005008891215,-0.4956044499110879,-0.6361645500889122,4700
-0.596897,-0.429767,-0.513332,0.11817875633970769,-0.3951532436602923,-0.6315107563397077,4800
-0.498121,-0.436755,-0.467438,0.043392314734293655,-0.42404568526570635,-0.5108303147342936,4900
