mean reward,std reward (seed),std reward (eval),mean train walltime (s),std train walltime (s),mean success ratio 50mm,std success ratio 50mm,mean reach time 50mm,std reach time 50mm,mean success ratio 20mm,std success ratio 20mm,mean reach time 20mm,std reach time 20mm,mean success ratio 10mm,std success ratio 10mm,mean reach time 10mm,std reach time 10mm,mean success ratio 5mm,std success ratio 5mm,mean reach time 5mm,std reach time 5mm
-2.1301131074088966,0.9888312120839002,1.0865994769396743,720.8781097650528,14.106289897076502,0.031000000000000007,0.023781411975649293,39.81481481481482,29.56741877618707,0.003,0.009486832980505138,96.33333333333331,,0.0,0.0,,,0.0,0.0,,
