Average reach time 10mm,Average reach time 20mm,Average reach time 50mm,Average reach time 5mm,Eval mean reward,Eval std,success ratio 10mm,success ratio 20mm,success ratio 50mm,success ratio 5mm
,,,,-2.0583177665947003,0.33402011769055734,0.0,0.0,0.0,0.0
