number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_gamma,params_lr,params_lr_schedule,params_n_steps,params_vf_coef,state
23,2.1787502765655518,2020-06-23 01:58:25.621928,2020-06-23 01:59:04.067225,0 days 00:00:38.445297000,0.084057964225706,0.9999,0.06298372388643608,constant,512,0.05739745570657451,PRUNED
24,1.2255710363388062,2020-06-23 01:59:04.282671,2020-06-23 01:59:48.658127,0 days 00:00:44.375456000,0.007768800736163884,0.98,0.0070656798083620805,constant,256,0.22581947598010135,PRUNED
25,1.0223671197891235,2020-06-23 01:59:48.886954,2020-06-23 02:00:34.110797,0 days 00:00:45.223843000,0.00380582311221679,0.9999,0.022341843945645826,constant,512,0.8700629677135054,PRUNED
26,2.571491003036499,2020-06-23 02:00:34.342669,2020-06-23 02:01:02.592919,0 days 00:00:28.250250000,0.025673544262150804,0.9999,0.2593815638455388,constant,256,0.42822460319219696,PRUNED
27,1.7464582920074463,2020-06-23 02:01:02.816403,2020-06-23 02:01:52.426343,0 days 00:00:49.609940000,0.00019454514318728748,0.99,0.004225343637277885,linear,512,0.6071065392815813,COMPLETE
28,1.078586459159851,2020-06-23 02:01:52.427875,2020-06-23 02:02:39.533431,0 days 00:00:47.105556000,4.9003621204850275e-06,0.995,0.0002073494527245042,constant,256,0.7666702703137249,PRUNED
29,1.003542184829712,2020-06-23 02:02:39.709489,2020-06-23 02:03:27.304139,0 days 00:00:47.594650000,0.012040501045616932,0.999,0.0014958966955254233,constant,2048,0.2657612166733031,PRUNED
30,2.205688714981079,2020-06-23 02:03:27.534313,2020-06-23 02:04:14.126381,0 days 00:00:46.592068000,0.047373154035479856,0.95,0.018209291644155103,constant,512,0.061878799956755715,PRUNED
31,1.2097663879394531,2020-06-23 02:04:14.352028,2020-06-23 02:05:08.820575,0 days 00:00:54.468547000,0.0008258690735517067,0.98,0.0059178367969892134,constant,256,0.6587254390005632,COMPLETE
32,1.5992481708526611,2020-06-23 02:05:08.822092,2020-06-23 02:06:01.241366,0 days 00:00:52.419274000,0.0010745281086900781,0.98,0.004004041871870955,constant,256,0.7040206017888,COMPLETE
33,0.9557939767837524,2020-06-23 02:06:01.242812,2020-06-23 02:06:47.348780,0 days 00:00:46.105968000,0.003178185879431845,0.98,0.0008058239049672822,constant,256,0.8372800845814041,PRUNED
34,2.2570698261260986,2020-06-23 02:06:47.569382,2020-06-23 02:07:20.375601,0 days 00:00:32.806219000,0.013771346356286225,0.9,0.04450183937122756,constant,16,0.9377256507180277,PRUNED
35,1.6330759525299072,2020-06-23 02:07:20.585346,2020-06-23 02:08:14.616066,0 days 00:00:54.030720000,0.0002039856594219811,0.98,1.0039620502704377e-05,constant,64,0.8140273745662947,COMPLETE
36,1.4072725772857666,2020-06-23 02:08:14.617653,2020-06-23 02:08:58.525033,0 days 00:00:43.907380000,0.000652608278021729,0.98,0.00022860463113526906,linear,32,0.5896286601279768,PRUNED
37,1.452175498008728,2020-06-23 02:08:58.733638,2020-06-23 02:09:28.013352,0 days 00:00:29.279714000,0.003882868345056186,0.999,0.011388852498828676,constant,128,0.47416907442690553,PRUNED
38,1.5791187286376953,2020-06-23 02:09:28.210447,2020-06-23 02:10:19.833861,0 days 00:00:51.623414000,7.019332479910719e-05,0.9999,0.0022477659110234187,constant,256,0.34175412430759056,COMPLETE
39,1.5537244081497192,2020-06-23 02:10:19.835402,2020-06-23 02:11:14.009659,0 days 00:00:54.174257000,6.494032964838603e-08,0.9,0.006213770570884121,linear,1024,0.7044610840131814,COMPLETE
40,1.8021752834320068,2020-06-23 02:11:14.011273,2020-06-23 02:12:03.355775,0 days 00:00:49.344502000,4.917610944989136e-07,0.9999,0.10733805390654093,constant,128,0.7803471890651549,PRUNED
41,1.191941738128662,2020-06-23 02:12:03.600278,2020-06-23 02:12:47.567546,0 days 00:00:43.967268000,0.0007537657028577878,0.98,0.005181623815165837,constant,256,0.6553083107013998,PRUNED
42,2.9957022666931152,2020-06-23 02:12:47.729585,2020-06-23 02:13:15.822211,0 days 00:00:28.092626000,0.00019584587278452702,0.98,0.01600439891988529,constant,256,0.7111592480632929,PRUNED
43,1.2127034664154053,2020-06-23 02:13:16.016356,2020-06-23 02:14:07.020253,0 days 00:00:51.003897000,0.0003064896217911612,0.98,0.010398489984058071,constant,256,0.5692604695953735,COMPLETE
44,0.9323067665100098,2020-06-23 02:14:07.022470,2020-06-23 02:14:52.568725,0 days 00:00:45.546255000,1.242425720197764e-08,0.98,0.010500621805586705,constant,256,0.5922235538688253,PRUNED
45,1.2218372821807861,2020-06-23 02:14:52.816327,2020-06-23 02:15:34.075062,0 days 00:00:41.258735000,0.0017590272856988312,0.98,0.036078304431530483,constant,512,0.4945768463638355,PRUNED
46,1.4988927841186523,2020-06-23 02:15:34.280622,2020-06-23 02:16:25.853739,0 days 00:00:51.573117000,2.6980253100038702e-05,0.99,0.0018307083925875774,constant,256,0.5633043689189585,COMPLETE
47,1.1625920534133911,2020-06-23 02:16:25.855414,2020-06-23 02:17:08.174952,0 days 00:00:42.319538000,0.006673496352210844,0.98,0.0009911076790685813,constant,2048,0.9474803752923391,PRUNED
48,1.5137622356414795,2020-06-23 02:17:08.383896,2020-06-23 02:17:50.657790,0 days 00:00:42.273894000,0.00044591120604686713,0.995,0.0004707674010262746,constant,64,0.41370458348082095,PRUNED
49,2.616440773010254,2020-06-23 02:17:50.868303,2020-06-23 02:18:20.705568,0 days 00:00:29.837265000,0.0003520528293171711,0.9999,0.0036884513279894717,linear,16,0.45837725424552667,PRUNED
50,1.5595476627349854,2020-06-23 02:18:20.880530,2020-06-23 02:19:06.935907,0 days 00:00:46.055377000,0.00011462449691420261,0.98,0.028610905475280165,constant,512,0.19737318958775155,PRUNED
51,1.4808493852615356,2020-06-23 02:19:07.136659,2020-06-23 02:19:54.691500,0 days 00:00:47.554841000,0.001793274408321731,0.98,0.00747532251910331,constant,256,0.6575822853005528,COMPLETE
52,1.2573057413101196,2020-06-23 02:19:54.692941,2020-06-23 02:20:30.711132,0 days 00:00:36.018191000,0.0012708592534162624,0.98,0.01562798329163555,constant,256,0.6328880410348168,PRUNED
53,1.3134642839431763,2020-06-23 02:20:30.930327,2020-06-23 02:21:16.802359,0 days 00:00:45.872032000,0.0006335849258878901,0.98,0.0025253091725524926,constant,256,0.5531238493724049,COMPLETE
54,1.3687433004379272,2020-06-23 02:21:16.803847,2020-06-23 02:22:06.903017,0 days 00:00:50.099170000,0.016708283666944185,0.98,0.002543432276017991,constant,256,0.5189734151423859,COMPLETE
55,0.9044402837753296,2020-06-23 02:22:06.904437,2020-06-23 02:22:48.498018,0 days 00:00:41.593581000,3.917408086382514e-05,0.95,0.0015726826747105016,constant,1024,0.3658778040457055,PRUNED
56,3.326655626296997,2020-06-23 02:22:48.649750,2020-06-23 02:23:13.430956,0 days 00:00:24.781206000,0.04535195973105341,0.9999,0.07469166013022162,constant,32,0.5684672151764238,PRUNED
57,1.3515925407409668,2020-06-23 02:23:13.616075,2020-06-23 02:23:49.660745,0 days 00:00:36.044670000,0.004545317835962806,0.999,0.005664032838896911,constant,256,0.45291590345763677,PRUNED
58,1.547508955001831,2020-06-23 02:23:49.804121,2020-06-23 02:24:35.770491,0 days 00:00:45.966370000,0.00012155549518527115,0.98,0.003030222618332473,constant,512,0.5478320857894402,COMPLETE
59,0.8937751650810242,2020-06-23 02:24:35.771978,2020-06-23 02:25:17.407307,0 days 00:00:41.635329000,4.8363517454249265e-06,0.9999,0.010377293153511392,constant,256,0.7365584629747617,PRUNED
60,1.365127444267273,2020-06-23 02:25:17.594777,2020-06-23 02:26:02.591042,0 days 00:00:44.996265000,0.0008668122325323264,0.98,0.0007273036180602385,constant,512,0.5107882511820141,COMPLETE
61,0.9253657460212708,2020-06-23 02:26:02.592565,2020-06-23 02:26:41.839979,0 days 00:00:39.247414000,0.0010069927275224795,0.98,0.00027757571440737566,constant,512,0.5066100949700022,PRUNED
62,1.181361436843872,2020-06-23 02:26:42.016695,2020-06-23 02:27:16.350928,0 days 00:00:34.334233000,0.0027003820092085,0.98,0.0006264718452757931,constant,512,0.37180595445662123,PRUNED
63,0.8874875903129578,2020-06-23 02:27:16.512670,2020-06-23 02:27:59.174982,0 days 00:00:42.662312000,0.00039299933493844113,0.98,0.0011143220652515566,constant,512,0.6248459353272939,PRUNED
64,1.0681017637252808,2020-06-23 02:27:59.369113,2020-06-23 02:28:38.422721,0 days 00:00:39.053608000,0.009350898648604944,0.98,0.00012186723624460613,constant,512,0.5341300199496695,PRUNED
65,1.3361271619796753,2020-06-23 02:28:38.565189,2020-06-23 02:29:22.202924,0 days 00:00:43.637735000,0.0007667562984472087,0.99,0.004921232739265123,constant,256,0.2864246132938265,COMPLETE
66,1.549891710281372,2020-06-23 02:29:22.204445,2020-06-23 02:30:06.953641,0 days 00:00:44.749196000,0.002575477966836395,0.99,0.004461885061922029,constant,256,0.2846652378729859,COMPLETE
67,1.5541694164276123,2020-06-23 02:30:06.955048,2020-06-23 02:30:43.099618,0 days 00:00:36.144570000,0.005258948403849755,0.99,0.022589924793874006,constant,256,0.09466145935438479,PRUNED
68,2.0846505165100098,2020-06-23 02:30:43.287006,2020-06-23 02:31:08.618643,0 days 00:00:25.331637000,0.0005892826968853857,0.99,0.008411091802360467,constant,256,0.3936142481783449,PRUNED
69,0.9584249258041382,2020-06-23 02:31:08.758513,2020-06-23 02:31:45.503875,0 days 00:00:36.745362000,0.0002979423712517369,0.99,0.012865714504143805,constant,256,0.23995206094447133,PRUNED
70,1.1542245149612427,2020-06-23 02:31:45.641908,2020-06-23 02:32:18.737155,0 days 00:00:33.095247000,0.03779722881772023,0.9999,0.0020367102213240023,constant,2048,0.32075181201756187,PRUNED
71,0.9250776171684265,2020-06-23 02:32:18.920851,2020-06-23 02:32:57.197563,0 days 00:00:38.276712000,0.0012251079328108295,0.9,0.003829833460561968,constant,512,0.4312580185570349,PRUNED
72,1.1874583959579468,2020-06-23 02:32:57.337288,2020-06-23 02:33:33.765253,0 days 00:00:36.427965000,0.0001199614375530411,0.995,0.002802318588684741,constant,128,0.5733623243936318,PRUNED
73,1.2314094305038452,2020-06-23 02:33:33.909613,2020-06-23 02:34:11.936330,0 days 00:00:38.026717000,3.028288673958203e-08,0.98,0.0012293003659001908,constant,256,0.4849527926739444,PRUNED
74,1.3154124021530151,2020-06-23 02:34:12.087044,2020-06-23 02:34:46.413047,0 days 00:00:34.326003000,0.0009738040285083102,0.95,0.0008210515474225683,constant,64,0.5193893266952191,PRUNED
75,1.1644788980484009,2020-06-23 02:34:46.556701,2020-06-23 02:35:18.869720,0 days 00:00:32.313019000,0.000635712387763807,0.9999,0.00766040075914852,linear,512,0.6123819457300627,PRUNED
76,2.1655211448669434,2020-06-23 02:35:19.057953,2020-06-23 02:35:44.348187,0 days 00:00:25.290234000,0.002038705302043338,0.98,0.005770233891637161,constant,16,0.6916601484152187,PRUNED
77,0.951572060585022,2020-06-23 02:35:44.482488,2020-06-23 02:36:22.381481,0 days 00:00:37.898993000,0.00023835011619250865,0.99,0.0005461330331278967,constant,256,0.17139452690798818,PRUNED
78,1.691668152809143,2020-06-23 02:36:22.520757,2020-06-23 02:36:45.583056,0 days 00:00:23.062299000,9.641940648920646e-06,0.98,0.019327285381312755,constant,32,0.683431984224908,PRUNED
79,1.5126959085464478,2020-06-23 02:36:45.731482,2020-06-23 02:37:30.967112,0 days 00:00:45.235630000,0.008777532122982356,0.999,0.002000054900060778,constant,256,0.4514056823243386,COMPLETE
80,1.1507627964019775,2020-06-23 02:37:30.968533,2020-06-23 02:38:03.906177,0 days 00:00:32.937644000,0.003300203643577805,0.9999,0.012496083165435554,constant,1024,0.8127371750389649,PRUNED
81,1.4889090061187744,2020-06-23 02:38:04.046829,2020-06-23 02:38:44.005158,0 days 00:00:39.958329000,0.020425593801530795,0.98,0.00251236025308939,constant,256,0.5239100501554395,COMPLETE
82,1.1399385929107666,2020-06-23 02:38:44.006585,2020-06-23 02:39:19.861312,0 days 00:00:35.854727000,0.016237931834126723,0.98,0.0031871439426655085,constant,256,0.5885100299424766,PRUNED
83,1.1666947603225708,2020-06-23 02:39:19.999700,2020-06-23 02:39:54.372113,0 days 00:00:34.372413000,0.0008596827621759035,0.98,0.001496770006725245,constant,256,0.49699708584354724,PRUNED
84,1.2043565511703491,2020-06-23 02:39:54.548151,2020-06-23 02:40:28.292840,0 days 00:00:33.744689000,0.005561835622754411,0.98,0.004894349792081978,constant,256,0.5512645021586375,PRUNED
85,0.9751699566841125,2020-06-23 02:40:28.433320,2020-06-23 02:41:07.528151,0 days 00:00:39.094831000,0.0004860541018361981,0.98,0.0003671027780975203,constant,512,0.4752722389228503,PRUNED
86,1.216614842414856,2020-06-23 02:41:07.668977,2020-06-23 02:41:42.555177,0 days 00:00:34.886200000,1.4803439662670871e-06,0.98,0.0007577694936413935,constant,256,0.39990617230385,PRUNED
87,1.1683423519134521,2020-06-23 02:41:42.744290,2020-06-23 02:42:21.110648,0 days 00:00:38.366358000,0.0014984958501855466,0.98,0.02989315940926891,constant,256,0.921676874933961,PRUNED
88,0.9952855110168457,2020-06-23 02:42:21.248705,2020-06-23 02:43:01.823475,0 days 00:00:40.574770000,0.010779837422158456,0.9999,0.006623887785619399,constant,512,0.4347100470138682,PRUNED
89,1.2323120832443237,2020-06-23 02:43:01.983348,2020-06-23 02:43:35.423152,0 days 00:00:33.439804000,0.0001660284471918288,0.9,0.010261258602813237,linear,256,0.11551805453010155,PRUNED
90,1.4849450588226318,2020-06-23 02:43:35.563503,2020-06-23 02:44:17.735459,0 days 00:00:42.171956000,0.06750060473909635,0.995,0.0013203128774271946,constant,128,0.6338755777287621,COMPLETE
91,0.8969491124153137,2020-06-23 02:44:17.736838,2020-06-23 02:44:56.708314,0 days 00:00:38.971476000,0.0003371585946449732,0.98,0.0036931456182306226,constant,256,0.7342538390361943,PRUNED
92,1.2808234691619873,2020-06-23 02:44:56.901045,2020-06-23 02:45:29.580427,0 days 00:00:32.679382000,4.235644163082106e-05,0.98,0.014859958017429079,constant,256,0.6557978924203685,PRUNED
93,1.304819107055664,2020-06-23 02:45:29.721654,2020-06-23 02:46:03.404454,0 days 00:00:33.682800000,0.002260866842942939,0.98,0.00860602183918775,constant,256,0.5855689724106985,PRUNED
94,1.5148078203201294,2020-06-23 02:46:03.550482,2020-06-23 02:46:45.892041,0 days 00:00:42.341559000,0.0007643860419036278,0.98,0.002486930097158608,constant,256,0.6096893701698242,COMPLETE
95,1.3628184795379639,2020-06-23 02:46:45.893549,2020-06-23 02:47:28.944372,0 days 00:00:43.050823000,0.0004937092177262134,0.98,0.004793985809572956,constant,512,0.009556437963819397,COMPLETE
96,1.1407579183578491,2020-06-23 02:47:28.945744,2020-06-23 02:48:00.785041,0 days 00:00:31.839297000,0.0016275232699518617,0.98,0.005112836161034067,constant,512,0.003749802654058495,PRUNED
97,1.409053087234497,2020-06-23 02:48:00.966923,2020-06-23 02:48:41.427153,0 days 00:00:40.460230000,0.0004971689833289777,0.9999,0.0019254817276724264,constant,512,0.07595963264320305,COMPLETE
98,1.4757193326950073,2020-06-23 02:48:41.428599,2020-06-23 02:49:22.248463,0 days 00:00:40.819864000,0.004094741265918007,0.99,0.004237148518963206,constant,512,0.5163244185496118,COMPLETE
99,1.1875016689300537,2020-06-23 02:49:22.249973,2020-06-23 02:49:57.519818,0 days 00:00:35.269845000,0.00014652875501235772,0.98,0.003195277915000004,constant,512,0.02684269038990419,PRUNED
