Average reach time 0.5mm,Average reach time 10mm,Average reach time 1mm,Average reach time 2mm,Eval mean reward,Eval std,success ratio 0.5mm,success ratio 10mm,success ratio 1mm,success ratio 2mm,Train walltime (s)
,44.0,,,-0.3643445018771507,0.14529006892426927,0.0,0.18181818181818185,0.0,0.0,36.318246841430664
