r,r,mean_reward,std_reward,upper,lower,timesteps
-0.349049,-1.126631,-0.7378399999999999,0.549833505128598,-0.18800649487140197,-1.287673505128598,100.0
-2.23202,-1.50024,-1.86613,0.5174466003366917,-1.3486833996633085,-2.3835766003366916,200.0
-1.7434349999999998,-1.129524,-1.4364795,0.4341006311450145,-1.0023788688549855,-1.8705801311450143,300.0
-1.440077,-2.449853,-1.944965,0.7140194570794272,-1.230945542920573,-2.658984457079427,400.0
-3.7793410000000005,-1.6803009999999998,-2.7298210000000003,1.4842454179818112,-1.245575582018189,-4.214066417981812,500.0
-1.78951,-2.4830970000000003,-2.1363035000000004,0.4904400710428342,-1.645863428957166,-2.6267435710428346,600.0
-1.3763239999999999,-1.609579,-1.4929515,0.1649361922456683,-1.3280153077543317,-1.6578876922456682,700.0
-1.775581,-2.111729,-1.9436550000000001,0.2376925302822955,-1.7059624697177047,-2.1813475302822956,800.0
-1.239931,-1.351358,-1.2956444999999999,0.07879078730727355,-1.2168537126927264,-1.3744352873072734,900.0
-1.534842,-1.9498799999999998,-1.7423609999999998,0.29347618425010213,-1.4488848157498977,-2.035837184250102,1000.0
-1.670294,-0.6901,-1.180197,0.6931018242783668,-0.4870951757216332,-1.8732988242783666,1100.0
-0.601919,-1.548346,-1.0751325,0.6692249495980406,-0.40590755040195947,-1.7443574495980405,1200.0
-1.045066,-2.932834,-1.98895,1.3348535541069664,-0.6540964458930336,-3.3238035541069664,1300.0
-3.266257,-0.877606,-2.0719315,1.6890313199880278,-0.382900180011972,-3.760962819988028,1400.0
-2.072301,-2.15881,-2.1155555,0.061171100533667006,-2.054384399466333,-2.176726600533667,1500.0
-4.267097,-2.3368740000000003,-3.3019855,1.3648737725022408,-1.937111727497759,-4.666859272502241,1600.0
-0.445862,-2.30746,-1.376661,1.3163485696433144,-0.06031243035668554,-2.6930095696433143,1700.0
-1.27776,-1.4642389999999998,-1.3709995,0.13186056544888608,-1.239138934551114,-1.502860065448886,1800.0
-1.7141529999999998,-0.702034,-1.2080935,0.7156762082677471,-0.4924172917322528,-1.9237697082677472,1900.0
-1.037167,-1.772964,-1.4050655,0.5202870482767181,-0.884778451723282,-1.9253525482767182,2000.0
-0.861793,-2.170599,-1.516196,0.9254655978576406,-0.5907304021423595,-2.4416615978576406,2100.0
-1.412937,-0.8910540000000001,-1.1519955000000002,0.369027008285979,-0.7829684917140212,-1.5210225082859792,2200.0
-1.236948,-1.9302599999999999,-1.5836039999999998,0.4902456166780076,-1.0933583833219922,-2.0738496166780074,2300.0
-2.947316,-2.92635,-2.936833,0.014825200774357184,-2.922007799225643,-2.9516582007743573,2400.0
-0.35076999999999997,-1.9803009999999999,-1.1655354999999998,1.152252420253696,-0.013283079746303939,-2.3177879202536955,2500.0
-1.8060619999999998,-1.8002220000000002,-1.803142,0.004129503602129172,-1.7990124963978709,-1.8072715036021292,2600.0
-1.9264459999999999,-1.3326040000000001,-1.6295250000000001,0.41990970515338155,-1.2096152948466186,-2.0494347051533817,2700.0
-1.060384,-0.869451,-0.9649175,0.1350100190522911,-0.8299074809477089,-1.099927519052291,2800.0
-2.18642,-1.848713,-2.0175665,0.2387949097541654,-1.7787715902458348,-2.2563614097541653,2900.0
-2.182091,-2.170153,-2.176122,0.00844144075380485,-2.167680559246195,-2.184563440753805,3000.0
-1.203083,-2.654783,-1.928933,1.0265069142485113,-0.9024260857514887,-2.9554399142485113,3100.0
-1.98111,-2.63862,-2.309865,0.4649297796979669,-1.844935220302033,-2.7747947796979666,3200.0
-0.9139959999999999,-1.7487380000000001,-1.331367,0.5902517287412211,-0.7411152712587789,-1.9216187287412212,3300.0
-1.514994,-1.402064,-1.458529,0.0798535687993968,-1.378675431200603,-1.5383825687993968,3400.0
-1.771895,-0.49652399999999997,-1.1342094999999999,0.9018234826286684,-0.23238601737133147,-2.0360329826286683,3500.0
-0.554633,-0.9353030000000001,-0.7449680000000001,0.26917433839428306,-0.475793661605717,-1.0141423383942831,3600.0
-1.5437,-1.8505639999999999,-1.6971319999999999,0.2169856153020286,-1.4801463846979712,-1.9141176153020285,3700.0
-2.228573,-0.924798,-1.5766855,0.9219081436414909,-0.6547773563585091,-2.498593643641491,3800.0
-1.731325,-2.1147,-1.9230125,0.27108706223739265,-1.6519254377626074,-2.1940995622373927,3900.0
-2.028797,-1.51521,-1.7720034999999998,0.3631608504292554,-1.4088426495707445,-2.135164350429255,4000.0
-0.385601,-2.054002,-1.2198015,1.1797376608384171,-0.04006383916158285,-2.399539160838417,4100.0
-1.6846139999999998,-1.380352,-1.532483,0.21514572345738117,-1.3173372765426188,-1.7476287234573813,4200.0
-1.9381080000000002,-0.837518,-1.387813,0.7782346523061024,-0.6095783476938975,-2.1660476523061023,4300.0
-1.025231,-3.2084349999999997,-2.1168329999999997,1.543758353113595,-0.5730746468864047,-3.6605913531135945,4400.0
-2.455088,-2.099882,-2.277485,0.25116857131814874,-2.0263164286818514,-2.5286535713181486,4500.0
-4.590471,-1.387049,-2.98876,2.2651614192021725,-0.7235985807978276,-5.253921419202173,4600.0
-0.749197,-1.24219,-0.9956935,0.34859869337749955,-0.6470948066225004,-1.3442921933774996,4700.0
-2.0896630000000003,-1.425973,-1.757818,0.46929969960569995,-1.2885183003943002,-2.2271176996057003,4800.0
-0.7831560000000001,-2.461104,-1.62213,1.1864884092784052,-0.4356415907215949,-2.808618409278405,4900.0
-1.73029,-1.826911,-1.7786005,0.0683213643050253,-1.7102791356949747,-1.8469218643050254,5000.0
-1.605448,-0.728586,-1.167017,0.6200350663647984,-0.5469819336352015,-1.7870520663647984,5100.0
-0.735891,-3.427353,-2.081622,1.9031510315059077,-0.17847096849409216,-3.984773031505908,5200.0
-1.553082,-2.193902,-1.8734920000000002,0.4531281675199634,-1.4203638324800367,-2.3266201675199634,5300.0
-1.5756299999999999,-1.022598,-1.2991139999999999,0.39105267741315874,-0.9080613225868411,-1.6901666774131585,5400.0
-0.7105600000000001,-2.236508,-1.4735340000000001,1.0790081785380499,-0.39452582146195025,-2.55254217853805,5500.0
-3.106704,-1.623138,-2.364921,1.0490395789378018,-1.315881421062198,-3.4139605789378016,5600.0
-0.38177300000000003,-2.3274939999999997,-1.3546334999999998,1.3758325133970701,0.02119901339707031,-2.73046601339707,5700.0
-1.597599,-1.816541,-1.7070699999999999,0.15481537288654507,-1.5522546271134547,-1.861885372886545,5800.0
-1.67267,-0.957303,-1.3149865,0.505840856737077,-0.809145643262923,-1.8208273567370772,5900.0
-1.001325,-4.37822,-2.6897725,2.387825353854946,-0.301947146145054,-5.077597853854947,6000.0
-1.674052,-2.5859669999999997,-2.1300095,0.6448212803657302,-1.4851882196342698,-2.77483078036573,6100.0
-2.165498,-1.93498,-2.050239,0.16300084098556056,-1.8872381590144394,-2.2132398409855605,6200.0
-1.24505,-1.9211779999999998,-1.583114,0.4780946937500979,-1.105019306249902,-2.061208693750098,6300.0
-1.333962,-3.442846,-2.388404,1.491206177135811,-0.897197822864189,-3.879610177135811,6400.0
-0.697235,-2.179745,-1.43849,1.0482928741768684,-0.3901971258231316,-2.4867828741768685,6500.0
-1.6790080000000003,-2.9506740000000002,-2.3148410000000004,0.8992036520043721,-1.4156373479956281,-3.2140446520043726,6600.0
-1.644138,-0.65341,-1.148774,0.7005504871113859,-0.44822351288861406,-1.8493244871113859,6700.0
-0.845242,-0.727425,-0.7863335,0.08330919963905552,-0.7030243003609445,-0.8696426996390555,6800.0
-1.790297,-2.210188,-2.0002425,0.29690777345920066,-1.7033347265407994,-2.297150273459201,6900.0
-2.387477,-1.522642,-1.9550595,0.6115306931074678,-1.3435288068925322,-2.5665901931074675,7000.0
-1.337613,-1.407534,-1.3725735000000001,0.049441613247344675,-1.3231318867526554,-1.4220151132473449,7100.0
-5.255496,-2.1921,-3.723798,2.1661480850597448,-1.5576499149402552,-5.889946085059744,7200.0
-1.0344360000000001,-1.1434090000000001,-1.0889225000000002,0.07705554726624163,-1.0118669527337587,-1.1659780472662418,7300.0
-1.5970879999999998,-1.609847,-1.6034674999999998,0.009021975421159291,-1.5944455245788405,-1.6124894754211592,7400.0
-1.57918,-0.647752,-1.113466,0.6586190549870236,-0.4548469450129765,-1.7720850549870235,7500.0
-0.90727,-1.114606,-1.010938,0.14660869158409398,-0.8643293084159059,-1.157546691584094,7600.0
-2.018062,-1.701399,-1.8597305,0.22391455465087565,-1.6358159453491243,-2.0836450546508756,7700.0
-2.5230759999999997,-2.002822,-2.262949,0.3678751313394258,-1.8950738686605741,-2.6308241313394256,7800.0
-0.8895629999999999,-3.9238410000000004,-2.406702,2.1455585498051555,-0.26114345019484464,-4.552260549805156,7900.0
-2.722169,-2.13328,-2.4277245,0.41640740526616477,-2.0113170947338355,-2.8441319052661647,8000.0
-0.504204,-1.7855349999999999,-1.1448695,0.90603783904454,-0.23883166095545993,-2.05090733904454,8100.0
