Average reach time 10mm,Average reach time 20mm,Average reach time 50mm,Average reach time 5mm,Eval mean reward,Eval std,success ratio 10mm,success ratio 20mm,success ratio 50mm,success ratio 5mm
,,,,-0.5437453560065478,0.04126933098721525,0.0,0.0,0.0,0.0
