seed 1,seed 2,mean_reward,std_reward,upper,lower,timesteps
-0.3856710800000001,-0.6608408399999999,-0.5232559599999999,0.24161892453259712,-0.281637035467403,-0.7648748845325971,5000
-0.3860550400000001,-0.6407229999999999,-0.5133890199999999,0.22712196272606672,-0.2862670572739334,-0.7405109827260667,5100
-0.3873415600000001,-0.6179831399999999,-0.5026623499999999,0.2114135431556007,-0.29124880684439947,-0.7140758931556008,5200
-0.3867386400000001,-0.5954417799999999,-0.49109020999999986,0.1959007234629465,-0.2951894865370537,-0.6869909334629467,5300
-0.3855059200000001,-0.5827565799999999,-0.4841312499999998,0.1878025971935432,-0.296328652806457,-0.6719338471935434,5400
-0.3698363600000001,-0.5803038999999999,-0.4750701299999998,0.1819744533973762,-0.293095676602624,-0.6570445833973764,5500
-0.36477164000000006,-0.5790718599999998,-0.47192174999999986,0.18210874711725913,-0.289813002882741,-0.6540304971172595,5600
-0.36837858000000007,-0.5767012799999998,-0.4725399299999999,0.1778820021905809,-0.2946579278094192,-0.6504219321905812,5700
-0.37034614000000005,-0.5745067199999998,-0.47242642999999984,0.17493893891446877,-0.2974874910855313,-0.647365368914469,5800
-0.36645102000000007,-0.5738769799999998,-0.4701639999999999,0.1772479112556197,-0.2929160887443804,-0.6474119112556199,5900
-0.3630601200000001,-0.5752187599999998,-0.46913943999999996,0.17951973220648706,-0.289619707793513,-0.6486591722064874,6000
-0.35845940000000004,-0.5749258799999998,-0.46669264,0.17904260483481363,-0.28765003516518645,-0.6457352448348139,6100
-0.35483698000000014,-0.5748812799999997,-0.46485913,0.18008316903187216,-0.28477596096812796,-0.6449422990318723,6200
-0.3544102600000001,-0.5730973199999998,-0.46375379,0.17912345542417452,-0.2846303345758256,-0.6428772454241747,6300
-0.35307114000000006,-0.5771029599999998,-0.46508705000000006,0.18290277146398914,-0.28218427853601097,-0.6479898214639893,6400
-0.3542595800000001,-0.5780495599999997,-0.46615457,0.182731764760027,-0.28342280523997315,-0.6488863347600271,6500
-0.35576330000000006,-0.5800306599999998,-0.46789698,0.18306932339522983,-0.28482765660477033,-0.6509663033952299,6600
-0.3575694800000001,-0.5809770799999998,-0.46927327999999996,0.1824613812690369,-0.28681189873096324,-0.6517346612690369,6700
-0.3563164800000001,-0.5798282599999998,-0.46807236999999996,0.18253504765350093,-0.28553732234649926,-0.650607417653501,6800
-0.3545812000000001,-0.5787320199999997,-0.4666566099999999,0.1829869171709504,-0.2836696928290498,-0.6496435271709505,6900
-0.3540025200000001,-0.5833918599999997,-0.4686971899999999,0.18669111018633175,-0.2820060798136685,-0.6553883001863319,7000
-0.3507209800000001,-0.5896000199999998,-0.4701604999999999,0.1906433421184177,-0.2795171578815825,-0.6608038421184179,7100
-0.35416686000000014,-0.5902966199999997,-0.47223173999999996,0.18869930758703718,-0.28353243241296305,-0.6609310475870374,7200
-0.3684193600000001,-0.5892822199999997,-0.47885078999999997,0.1877654316611241,-0.29108535833887617,-0.6666162216611242,7300
-0.3867667800000001,-0.5850053999999997,-0.48588609,0.19391426252469482,-0.2919718274753054,-0.679800352524695,7400
-0.4049893800000001,-0.5798518399999998,-0.49242061,0.18964687310023404,-0.3027737368997662,-0.6820674831002341,7500
-0.4106726800000001,-0.5742015999999998,-0.49243714000000005,0.18163285011138505,-0.3108042898886152,-0.6740699901113851,7600
-0.42121396000000016,-0.5719178799999998,-0.49656592000000005,0.17693644486064275,-0.31962947513935747,-0.6735023648606427,7700
-0.42282532000000017,-0.5702562999999998,-0.49654081000000005,0.17462212679222605,-0.32191868320777417,-0.6711629367922259,7800
-0.4134176400000002,-0.5703127799999997,-0.49186521000000005,0.17322728795565748,-0.3186379220443427,-0.6650924979556574,7900
-0.4144224800000002,-0.5683599199999998,-0.49139120000000014,0.171135878228942,-0.32025532177105814,-0.662527078228942,8000
-0.3995503600000002,-0.5680878799999999,-0.48381912000000005,0.16909714795742495,-0.31472197204257524,-0.6529162679574249,8100
-0.3980491600000002,-0.5676196999999998,-0.48283443000000004,0.16982760340452624,-0.3130068265954739,-0.6526620334045262,8200
-0.40097842000000017,-0.5671656999999999,-0.4840720600000001,0.16743527731600907,-0.3166367826839911,-0.651507337316009,8300
-0.3999238800000001,-0.5670712999999998,-0.48349759000000003,0.1681141988208975,-0.31538339117910263,-0.6516117888208974,8400
-0.39788150000000017,-0.5685047199999999,-0.48319311,0.17057196057094573,-0.31262114942905445,-0.6537650705709457,8500
-0.39762054000000013,-0.5702209799999998,-0.48392075999999995,0.17197006624084338,-0.31195069375915674,-0.6558908262408433,8600
-0.39288148000000006,-0.5713026199999998,-0.48209205,0.1760859226820959,-0.3060061273179042,-0.6581779726820959,8700
-0.39085512,-0.5732271799999998,-0.48204115000000003,0.17887964500602144,-0.30316150499397865,-0.6609207950060214,8800
-0.39274588,-0.5758045599999998,-0.48427522,0.17936515866411976,-0.3049100613358804,-0.6636403786641197,8900
-0.39243071999999996,-0.5752901799999999,-0.48386045000000005,0.17922428885117178,-0.30463616114882835,-0.6630847388511717,9000
-0.39855282,-0.5746239399999998,-0.48658838000000004,0.17536712035474852,-0.3112212596452516,-0.6619555003547484,9100
-0.4019689999999999,-0.5750143399999998,-0.48849167,0.1732275707983699,-0.31526409920163023,-0.6617192407983699,9200
-0.4003498199999999,-0.5753567799999998,-0.48785330000000005,0.17461464560248108,-0.3132386543975191,-0.662467945602481,9300
-0.40331149999999993,-0.5754666799999998,-0.48938909,0.1725981326260289,-0.3167909573739713,-0.6619872226260288,9400
-0.4071110199999999,-0.5740710199999999,-0.49059102000000004,0.16892458561854418,-0.321666434381456,-0.659515605618544,9500
-0.40597441999999995,-0.5744106999999998,-0.49019256,0.16996847321747424,-0.32022408678252595,-0.6601610332174741,9600
-0.41118939999999987,-0.5744725399999999,-0.49283097000000003,0.16632465297907062,-0.32650631702092964,-0.6591556229790705,9700
-0.4101432999999999,-0.5758601999999999,-0.4930017500000001,0.16804558117885118,-0.3249561688211491,-0.6610473311788511,9800
-0.4169839799999998,-0.5753386199999999,-0.49616130000000014,0.16735783498133355,-0.32880346501866675,-0.6635191349813333,9900
-0.42206549999999987,-0.5753409599999999,-0.4987032300000001,0.16376631236046646,-0.33493691763953387,-0.6624695423604662,10000
