#{"t_start": 1591959557.1844544, "env_id": "widowx_reacher-v5"}
r,l,t-1-2.278773,100,28.397472-1-2.685252,100,35.080058-1-2.170865,100,39.189602-2-2.434243,100,45.820144-2-1.981015,100,52.472521-1-2.113474,100,56.29908-2.-2.251087,100,62.79596-1.-1.964839,100,66.62479-1.756454,100,73.185407
-2.-1.852511,100,79.62863-1.-1.881675,100,83.16949-2-2.881789,100,86.971514
