Average reach time 0.5mm,Average reach time 10mm,Average reach time 1mm,Average reach time 2mm,Eval mean reward,Eval std,success ratio 0.5mm,success ratio 10mm,success ratio 1mm,success ratio 2mm
,,,,-0.5400125339161604,0.039670242332478296,0.0,0.0,0.0,0.0
