Average reach time 0.5mm,Average reach time 10mm,Average reach time 1mm,Average reach time 2mm,Eval mean reward,Eval std,success ratio 0.5mm,success ratio 10mm,success ratio 1mm,success ratio 2mm
,54.0,,,-0.06730470792535925,0.0,0.0,1.0,0.0,0.0
